sentence,entities,character
"“Dragons in Asshai,
dragons in Qarth, dragons in Meereen, Dothraki dragons, dragons
freeing slaves … each telling di�ers from the last.”,
“Only in details.”, Mollander grew more stubborn when he drank,
and even when sober he was bullheaded.","['Asshai', 'Qarth', 'Meereen', 'Dothraki', 'Mollander']",['mollander']
"“There’s another apple near your foot,”, Alleras called to
Mollander, “and I still have two arrows in my quiver.”,
“Fuck your quiver.”, Mollander scooped up the windfall.","['Alleras', 'Mollander', 'Mollander']","['alleras', 'mollander', 'mollander']"
"One
half landed on a turret roof, tumbled to a lower roof, bounced, and
missed Armen by a foot.“If you cut a worm in two, you make two
worms,”, the acolyte informed them.
",['Armen'],['armen']
"“If only it worked that way with apples, no one would ever need
go hungry,”, said Alleras with one of his soft smiles.The Sphinx was
always smiling, as if he knew some secret jape.","['Alleras', 'Sphinx']",['alleras']
"It gave him a
wicked look that went well with his pointed chin, widow’s peak,
and dense mat of close-cropped jet-black curls.
Alleras would make a maester.",['Alleras'],['alleras']
"Still, he would make a maester too.Roone and
Mollander remained pink-necked novices, but Roone was very
young and Mollander preferred drinking to reading.
","['Mollander', 'Roone', 'Mollander']","['mollander', 'roone', 'mollander']"
"This
time he submitted himself to kindly old Archmaester Ebrose,
renowned for his soft voice and gentle hands, but Ebrose’s sighs had
somehow proved just as painful as Vaellyn’s barbs.
","['Archmaester Ebrose', 'Vaellyn']",['vaellyn']
"“One last apple,”, promised Alleras, “and I will tell you what I
suspect about these dragons.”,
“What could you know that I don’t?”, grumbled Mollander.","['Alleras', 'Mollander']","['alleras', 'mollander']"
"It
took Pate two years to summon up the courage to try again.He
spied an apple on a branch, jumped up, pulled it down, and threw.
Alleras drew his bowstring back to his ear, turning gracefully to
follow the target in �ight.","['Pate', 'Alleras']","['pate', 'alleras']"
"He loosed his shaft just as the apple
began to fall.
“You always miss your last shot,”, said Roone.
The apple splashed down into the river, untouched.
",['Roone'],['roone']
"“See?”, said Roone.
“The day you make them all is the day you stop improving.”,
Alleras unstrung his longbow and eased it into its leather case.The
bow was carved from goldenheart, a rare and fabled wood from the
Summer Isles.","['Roone', 'Alleras', 'Summer Isles']","['roone', 'alleras']"
"Pate had tried to bend it once, and failed.The Sphinx
looks slight, but there’s strength in those slim arms, he re�ected, as
Alleras threw a leg across the bench and reached for his wine cup.
","['Sphinx', 'Alleras']",['alleras']
"“The dragon has three heads,”, he announced in his soft Dornish
drawl.
“Is this a riddle?”, Roone wanted to know.“Sphinxes always speak
in riddles in the tales.”,
“No riddle.”, Alleras sipped his wine.","['Dornish', 'Roone', 'Alleras']","['dornish', 'roone', 'alleras']"
"Even in Oldtown such wines did not
come cheap.
Alleras was the same: his father was a
Dornishman, his mother a black-skinned Summer Islander.His own
skin was dark as teak.","['Oldtown', 'Alleras', 'Dornishman', 'Summer Islander']",['alleras']
"And like the green marble sphinxes that
�anked the Citadel’s main gate, Alleras had eyes of onyx.
“No dragon has ever had three heads except on shields and
banners,”, Armen the Acolyte said �rmly.","['Citadel', 'Alleras', 'Armen the Acolyte']","['alleras', 'armen']"
"“That was a heraldic
charge, no more.Furthermore, the Targaryens are all dead.”,
“Not all,”, said Alleras.“The Beggar King had a sister.”,
“I thought her head was smashed against a wall,”, said Roone.
","['Targaryens', 'Alleras', 'Beggar King', 'Roone']","['alleras', 'roone']"
"“No,”, said Alleras.“It was Prince Rhaegar’s young son Aegon
whose head was dashed against the wall by the Lion of Lannister’s
brave men.We speak of Rhaegar’s sister, born on Dragonstone
before its fall.","['Alleras', 'Prince Rhaegar’s', 'Aegon', 'the Lion of Lannister’s', 'Rhaegar']","['alleras', 'rhaegar', 'aegon', 'rhaegar']"
"The one they called Daenerys.”,
“The Stormborn.I recall her now.”, Mollander lifted his tankard
high, sloshing the cider that remained.“Here’s to her!”, He gulped,
slammed his empty tankard down, belched, and wiped his mouth
with the back of his hand.","['Daenerys', 'Mollander']","['daenerys', 'mollander']"
"“I always knew you were a traitor, Hopfrog.”, Lazy Leo was
slouching by the foot of the old plank bridge, draped in satin striped
in green and gold, with a black silk half cape pinned to his shoulder
by a rose of jade.","['Hopfrog', 'Lazy Leo', 'satin']",['satin']
"A lock of his ash-
blond hair fell down across one eye.
Mollander bristled at the sight of him.“Bugger that.Go away.
You are not welcome here.”, Alleras laid a hand upon his arm to
calm him, whilst Armen frowned.","['Mollander', 'Alleras', 'Armen']","['mollander', 'alleras', 'armen']"
"“Leo.My lord.I had understood
that you were still con�ned to the Citadel for …”,
“…  three more days.”, Lazy Leo shrugged.“Perestan says the
world is forty thousand years old.","['Leo', 'Lazy Leo']",['leo']
"Mollos says �ve hundred
thousand.What are three days, I ask you?”, Though there were a
dozen empty tables on the terrace, Leo sat himself at theirs.“Buy
me a cup of Arbor gold, Hopfrog, and perhaps I won’t inform my
father of your toast.","['Mollos', 'Leo', 'Arbor', 'Hopfrog']","['mollos', 'leo']"
"A man must eat.
What did you lads have?”,
“Mutton,”, muttered Mollander.He sounded none too pleased
about it.“We shared a haunch of boiled mutton.”,
“I’m certain it was �lling.”, Leo turned to Alleras.","['Mollander', 'Leo', 'Alleras']","['mollander', 'leo', 'alleras']"
"“A lord’s son
should be open-handed, Sphinx.I understand you won your copper
link.I’ll drink to that.”,
Alleras smiled back at him.“I only buy for friends.","['Sphinx', 'Alleras']",['alleras']
"And I am no
lord’s son, I’ve told you that.My mother was a trader.”,
Leo’s eyes were hazel, bright with wine and malice.“Your mother
was a monkey from the Summer Isles.","['Leo’s', 'the Summer Isles']",['leo']
"The Dornish will fuck
anything with a hole between its legs.Meaning no o�ense.You may
be brown as a nut, but at least you bathe.Unlike our spotted pig
boy.”, He waved a hand toward Pate.
",['Dornish'],['dornish']
"Somehow his stupidity would turn
out to have been a sort of uncouth cunning; the tales always ended
with Spotted Pate sitting on a lord’s high seat or bedding some
knight’s daughter.",['Spotted Pate'],['spotted']
"Pate sometimes thought his mother must have
hated him to have named him as she did.
Alleras was no longer smiling.“You will apologize.”,
“Will I?”, said Leo.","['Alleras', 'Leo']","['alleras', 'leo']"
"“How can I, with my throat so dry …”,
“You shame your House with every word you say,”, Alleras told
him.“You shame the Citadel by being one of us.”,
“I know.","['House', 'Alleras']",['alleras']
"So buy me some wine, that I might drown my shame.”,
Mollander said, “I would tear your tongue out by the roots.”,
“Truly?Then how would I tell you about the dragons?”, Leo
shrugged again.","['Mollander', 'Leo']","['mollander', 'leo']"
"“The mongrel has the right of it.The Mad King’s
daughter is alive, and she’s hatched herself three dragons.”,
“Three?”, said Roone, astonished.
Leo patted his hand.","['The Mad King’s', 'Roone', 'Leo']","['roone', 'leo']"
"“More than two and less than four.I would
not try for my golden link just yet if I were you.”,
“You leave him be,”, warned Mollander.
“Such a chivalrous Hopfrog.","['Mollander', 'Hopfrog']",['mollander']
"“The sea is wet, the sun is warm, and the menagerie
hates the masti�.”,
He has a mocking name for everyone, thought Pate, but he could
not deny that Marwyn looked more a masti� than a maester.","['menagerie', 'Marwyn']",['marwyn']
",
“Archmaester Ryam says so too,”, said Roone.
Leo yawned.As if
he wants to bite you.The Mage was not like other maesters.Men spoke of seeing him down in the
undercity, in rat pits and black brothels, consorting with mummers,
","['Roone', 'Leo', 'Mage']","['roone', 'leo']"
"When Marwyn had returned to Oldtown, after spending eight
years in the east mapping distant lands, searching for lost books,
and studying with warlocks and shadowbinders, Vinegar Vaellyn
had dubbed him “Marwyn the Mage.”, The name was soon all over
Oldtown, to Vaellyn’s vast annoyance.","['Marwyn', 'Oldtown', 'Vinegar Vaellyn', 'Oldtown', 'Vaellyn']","['marwyn', 'vaellyn']"
"“Leave spells and prayers to
priests and septons and bend your wits to learning truths a man can
trust in,”, Archmaester Ryam had once counseled Pate, but Ryam’s
ring and rod and mask were yellow gold, and his maester’s chain
had no link of Valyrian steel.
","['Archmaester Ryam', 'Ryam', 'Valyrian']",['ryam']
"“Archmaester Marwyn believes in
many curious things,”, he said, “but he has no more proof of dragons
than Mollander.Just more sailors’ stories.”,
“You’re wrong,”, said Leo.","['Archmaester Marwyn', 'Mollander', 'Leo']","['mollander', 'leo']"
"The Sphinx studied Leo with his
big black eyes.Roone looked lost.
Pate knew about the glass candles, though he had never seen one
burn.They were the worst-kept secret of the Citadel.","['Sphinx', 'Leo', 'Citadel']",['leo']
"“What are these glass candles?”, asked Roone.
Armen the Acolyte cleared his throat.“The night before an
acolyte says his vows, he must stand a vigil in the vault.","['Roone', 'Acolyte']",['roone']
"Then, with bloody hands, they must wait upon the
dawn, brooding on their failure.Wiser men simply go to sleep, or
spend their night in prayer, but every year there are always a few
who must try.”,
“Yes.”, Pate had heard the same stories.",['Pate'],['pate']
"“But what’s the use of a
candle that casts no light?”,
“It is a lesson,”, Armen said, “the last lesson we must learn before
we don our maester’s chains.","['Armen', 'maester’s']",['armen']
"The glass candle reminds us of
that as well.“Not possible for you, you mean.I
saw the candle burning with my own eyes.”,
“You saw some candle burning, I don’t doubt,”, said Armen.",['Armen'],['armen']
"“Obsidian does not burn.”,
“Dragonglass,”, Pate said.“The smallfolk call it dragonglass.”,
Somehow that seemed important.
“They do,”, mused Alleras, the Sphinx, “and if there are dragons in
the world again …”,
“Dragons and darker things,”, said Leo.","['Obsidian', 'Pate', 'Alleras', 'Sphinx', 'Leo']","['pate', 'alleras', 'leo']"
"“That’s worth a round, I’d say.”,
“We’ve drunk enough,”, said Armen.“Morn will be upon us sooner
than we’d like, and Archmaester Ebrose will be speaking on the
","['Armen', 'Archmaester Ebrose']",['armen']
"properties of urine.Those who mean to forge a silver link would do
well not to miss his talk.”,
“Far be it from me to keep you from the piss tasting,”, said Leo.
",['Leo'],['leo']
"“Myself, I prefer the taste of Arbor gold.”,
“If the choice is piss or you, I’ll drink piss.”, Mollander pushed
back from the table.“Come, Roone.”,
The Sphinx reached for his bowcase.","['Arbor', 'Mollander', 'Roone', 'Sphinx']","['mollander', 'roone']"
"“It’s bed for me as well.I
expect I’ll dream of dragons and glass candles.”,
“All of you?”, Leo shrugged.“Well, Rosey will remain.Perhaps I’ll
wake our little sweetmeat and make a woman of her.”,
Alleras saw the look on Pate’s face.","['Leo', 'Rosey', 'Alleras']","['leo', 'rosey', 'alleras']"
"“If he does not have a copper
for a cup of wine, he cannot have a dragon for the girl.”,
“Aye,”, said Mollander.“Besides, it takes a man to make a woman.
Come with us, Pate.","['Mollander', 'Pate']","['mollander', 'pate']"
"Some days he seemed to think Pate was someone named
Cressen.“Not just yet,”, he told his friends.“I’m going to stay
awhile.”, Dawn had not broken, not quite.","['Pate', 'Cressen', 'Dawn']","['pate', 'cressen']"
"The alchemist might still
be coming, and Pate meant to be here if he did.
“As you wish,”, said Armen.Alleras gave Pate a lingering look,
then slung his bow over one slim shoulder and followed the others
toward the bridge.","['Pate', 'Armen']","['pate', 'armen']"
"“Careful,”, Pate
heard Armen say as the river mists swallowed up the four of them,
“the night is damp, and the cobbles will be slippery.”,
When they were gone, Lazy Leo considered Pate sourly across the
table.","['Armen', 'Lazy Leo']",['armen']
"“How is our lovely little Rosey, pray?”,
“She’s sleeping,”, Pate said curtly.
“Naked, I don’t doubt.”, Leo grinned.“Do you think she’s truly
worth a dragon?","['Rosey', 'Pate', 'Leo']","['rosey', 'pate', 'leo']"
"One day I suppose I must �nd out.”,
Pate knew better than to reply to that.
Leo needed no reply.“I expect that once I’ve broken in the
wench, her price will fall to where even pig boys will be able to
a�",['Leo'],['leo']
"ordher.You ought to thank me.”,
I ought to kill you, Pate thought, but he was not near drunk
enough to throw away his life.Leo had been trained to arms, and
was known to be deadly with bravo’s blade and dagger.","['Pate', 'Leo', 'bravo’s']","['pate', 'leo']"
"And if Pate
should somehow kill him, it would mean his own head too.Leo had
two names where Pate had only one, and his second was Tyrell.Ser
Moryn Tyrell, commander of the City Watch of Oldtown, was Leo’s
father.","['Leo', 'Pate', 'second', 'Tyrell', 'Moryn Tyrell', 'the City Watch of Oldtown', 'Leo’s']","['leo', 'pate', 'moryn', 'leo']"
"And Oldtown’s Old Man, Lord Leyton of the
Hightower, who numbered “Protector of the Citadel”, amongst his
many titles, was a sworn bannerman of House Tyrell.","['Oldtown’s Old Man', 'Leyton', 'Hightower', 'House']","['leyton', 'hightower']"
"Mace Tyrell, Lord of Highgarden and Warden of the South,
was Leo’s cousin.Let it go, Pate
told himself.He says these things just to wound me.
The mists were lightening to the east.","['Mace Tyrell', 'Highgarden', 'Warden of the South', 'Leo’s']","['mace', 'leo']"
"Dawn, Pate realized.Dawn
has come, and the alchemist has not.He did not know whether he
should laugh or cry.Am I still a thief if I put it all back and no one ever
knows?",['Pate'],['pate']
"It was another question that he had no answer for, like those
that Ebrose and Vaellyn had once asked him.
When he pushed back from the bench and got to his feet, the
fearsomely strong cider all went to his head at once.",['Vaellyn'],['vaellyn']
"He had to put
a hand on the table to steady himself.“Leave Rosey be,”, he said, by
way of parting.“Just leave her be, or I may kill you.”,
Leo Tyrell �icked the hair back from his eye.","['Rosey', 'Leo Tyrell']","['rosey', 'leo']"
"I could sign on to some ship, pull an oar, and sail to
Qarth by the Jade Gates to see these bloody dragons for myself.I do not
need to go back to old Walgrave and the ravens.
","['Qarth', 'the Jade Gates', 'Walgrave']",['walgrave']
"The Lord’s Sept joined in a moment later, then the Seven
Shrines from their gardens across the Honeywine, and �nally the
Starry Sept that had been the seat of the High Septon for a thousand
years before Aegon landed at King’s Landing.","['Honeywine', 'Starry Sept', 'the High Septon', 'Aegon', 'King’s Landing']",['aegon']
"The Seven
were gods enough for him, but he had heard that Stannis Baratheon
worshiped at the night�res now.He had even put the �ery heart of
R’hllor on his banners in place of the crowned stag.",['Stannis Baratheon'],['stannis']
"Tywin Lannister had smashed
Stannis and R’hllor upon the Blackwater, and soon enough he would
�nish them and mount the head of the Baratheon pretender on a
spike above the gates of King’s Landing.
","['Lannister', 'Stannis', 'Baratheon', 'King’s Landing']",['stannis']
"If he should win
the Iron Throne, we’ll all need to learn the words of the red priests’ song,
Pate thought, but that was not likely.As the night’s mists burned away, Oldtown took form around
him, emerging ghostlike from the predawn gloom.","['the Iron Throne', 'Pate', 'Oldtown']",['pate']
"And beyond, where the Honeywine widened into Whispering
Sound, rose the Hightower, its beacon �res bright against the dawn.
From where it stood atop the blu�s of Battle Island, its shadow cut
","['Honeywine', 'Whispering\nSound', 'Hightower', 'Battle Island']",['hightower']
"Perhaps that was
why Lord Leyton had not made the descent in more than a decade,
preferring to rule his city from the clouds.
A butcher’s cart rumbled past Pate down the river road, �ve
piglets in the back squealing in distress.",['Leyton'],['leyton']
"His
days would be spent listening to ravens quork and scrubbing shit
stains o� Archmaester Walgrave’s smallclothes.
He was on one knee, trying to wipe the mud o� his robes, when a
voice said, “Good morrow, Pate.”,
The alchemist was standing over him.
","['Archmaester Walgrave’s', 'Pate']",['pate']
"Pate rose.“The third day … you said you would be at the Quill
and Tankard.”,
“You were with your friends.It was not my wish to intrude upon
your fellowship.”, The alchemist wore a hooded traveler’s cloak,
brown and nondescript.","['Quill', 'Tankard']",['quill']
"Inside, Pate had found a bag of silver stags, a lock of yellow hair
tied up in a ribbon, a painted miniature of a woman who resembled
Walgrave (even to her mustache), and a knight’s gauntlet made of
lobstered steel.",['Pate'],['pate']
"The
others carried theirs upon their person or hid them away in some
safe place, but if Walgrave had hidden his, no one would ever have
seen it again.Pate snatched up the key and had been halfway to the
door before turning back to take the silver too.",['Walgrave'],['walgrave']
"“If you have what I require.”,
“Give it here.I want to see.”, Pate did not intend to let himself be
cheated.
“The river road is not the place.Come.”,
He had no time to think about it, to weigh his choices.",['Pate'],['pate']
"The
alchemist was walking away.Pate had to follow or lose Rosey and
the dragon both, forever.He followed.As they walked, he slipped
his hand up into his sleeve.",['Rosey'],['rosey']
"“This is far enough,”, said
Pate.“There’s no one about.We’ll do it here.”,
“As you wish.”,
“I want my dragon.”,
“To be sure.”, The coin appeared.The alchemist made it walk
across his knuckles, the way he had when Rosey brought the two of
them together.",['Rosey'],['rosey']
"“The key?”, the alchemist inquired politely.
Something made Pate hesitate.“Is it some book you want?”, Some
of the old Valyrian scrolls down in the locked vaults were said to be
the only surviving copies in the world.
","['Pate', 'Valyrian']",['pate']
"“What I want is none of your concern.”,
“No.”, It’s done, Pate told himself.Go.Run back to the Quill and
Tankard, wake Rosey with a kiss, and tell her she belongs to you.","['Pate', 'Rosey']","['pate', 'rosey']"
"“I do not know you.”,
“Nor I you.”,
“Who are you?”,
“A stranger.No one.Truly.”,
“Oh.”, Pate had run out of words.He drew out the key and put it
in the stranger’s hand, feeling light-headed, almost giddy.",['Pate'],['pate']
"The cobblestones rushed up to kiss him.Pate tried to cry for help,
but his voice was failing too.
His last thought was of Rosey.
THE PROPHET
The prophet was drowning men on Great Wyk when they came to
tell him that the king was dead.
","['Rosey', 'PROPHET']",['rosey']
"It was a bleak, cold morning, and the sea was as leaden as the
sky.Standing waist-deep in the surf, Aeron
seized the naked boy by the shoulders and pushed his head back
down as he tried to snatch a breath.","['leaden', 'Aeron']",['aeron']
"It does no good to �ght.”,
Either the boy could not hear him with his head beneath the
waves, or else his faith had utterly deserted him.He began to kick
and thrash so wildly that Aeron had to call for help.",['Aeron'],['aeron']
"Facedown in the
shallow sea �oated Emmond, pale and cold and peaceful.
That was when the Damphair realized that three horsemen had
joined his drowned men on the pebbled shore.","['Emmond', 'Damphair']",['emmond']
"Aeron knew the
Sparr, a hatchet-faced old man with watery eyes whose quavery
voice was law on this part of Great Wyk.One of Gorold’s
sons, the priest decided at a glance.","['Aeron', 'Sparr', 'Great Wyk', 'Gorold']","['aeron', 'great', 'gorold']"
"Aeron
Damphair did not deign to try.Whether this be Greydon or
Gormond or Gran, the priest had no time for him.
He growled a brusque command, and his drowned men seized the
dead boy by his arms and legs to carry him above the tideline.","['Aeron\nDamphair', 'Greydon', 'Gormond', 'Gran']","['greydon', 'gormond', 'gran']"
"Aeron wove strands of seaweed through it,
and through his tangled, uncut beard.
His drowned men formed a circle around the dead boy, praying.
Norjen worked his arms whilst Rus knelt astride him, pumping on
his chest, but all moved aside for Aeron.","['Aeron', 'Rus knelt', 'Aeron']","['aeron', 'rus', 'aeron']"
"Another one returned.It was a sign of the Drowned God’s favor,
men said.Every other priest lost a man from time to time, even
Tarle the Thrice-Drowned, who had once been thought so holy that
he was picked to crown a king.",['Tarle the Thrice-Drowned'],['tarle']
"But never Aeron Greyjoy.He was
the Damphair, who had seen the god’s own watery halls and
returned to tell of it.“Rise,”, he told the sputtering boy as he
","['Aeron Greyjoy', 'Damphair']",['aeron']
"“Rises again.”, Every word was bought with pain, but that was the
way of the world; a man must �ght to live.“Rises again.”, Emmond
staggered to his feet.",['Emmond'],['emmond']
"“Harder.And stronger.”,
“You belong to the god now,”, Aeron told him.The other drowned
men gathered round and each gave him a punch and a kiss to
welcome him to the brotherhood.",['Aeron'],['aeron']
"One helped him don a roughspun
robe of mottled blue and green and grey.Another presented him
with a driftwood cudgel.“You belong to the sea now, so the sea has
armed you,”, Aeron said.",['Aeron'],['aeron']
"“Have you come to be drowned, my lords?”,
The Sparr coughed.“I was drowned as a boy,”, he said, “and my
son upon his name day.”,
Aeron snorted.That Ste�arion Sparr had been given to the
Drowned God soon after birth he had no doubt.","['Sparr', 'Aeron', 'Sparr']",['aeron']
"“That is no true drowning,”, he told the riders.“He that does
not die in truth cannot hope to rise from death.Why have you
come, if not to prove your faith?”,
“Lord Gorold’s son came seeking you, with news.”, The Sparr
indicated the youth in the red cloak.
","['Gorold', 'Sparr']",['gorold']
"The boy looked to be no more than six-and-ten.“Aye, and which
are you?”, Aeron demanded.
“Gormond.Gormond Goodbrother, if it please my lord.”,
“It is the Drowned God we must please.","['Aeron', 'Gormond Goodbrother']","['aeron', 'gormond']"
"Have you been drowned,
Gormond Goodbrother?”,
“On my name day, Damphair.My father sent me to �nd you and
bring you to him.He needs to see you.”,
“Here I stand.","['Gormond Goodbrother', 'Damphair']",['gormond']
"Let Lord Gorold come and feast his eyes.”, Aeron
took a leather skin from Rus, freshly �lled with water from the sea.
The priest pulled out the cork and took a swallow.
","['Gorold', 'Aeron', 'Rus']","['gorold', 'aeron', 'rus']"
"“I am to bring you to the keep,”, insisted young Gormond, from
atop his horse.
He is afraid to dismount, lest he get his boots wet.“I have the god’s
work to do.”, Aeron Greyjoy was a prophet.","['Gormond', 'Aeron Greyjoy']","['gormond', 'aeron']"
"He did not su�er petty
lords ordering him about like some thrall.
“Gorold’s had a bird,”, said the Sparr.
“A maester’s bird, from Pyke,”, Gormond con�rmed.
","['Gorold’s', 'Sparr', 'Pyke', 'Gormond']","['gorold', 'gormond']"
"Four kings there were in Westeros, yet Aeron did not need to ask
which one was meant.Balon Greyjoy ruled the Iron Islands, and no
other.The king is dead.","['Westeros', 'Aeron', 'Balon Greyjoy']","['aeron', 'balon']"
"Aeron Greyjoy had built his life upon two mighty pillars.Those
four small words had knocked one down.Only the Drowned God
remains to me.May he make me as strong and tireless as the sea.",['Aeron Greyjoy'],['aeron']
"sea.Bridges knotted Pyke together; arched bridges of carved stone
and swaying spans of hempen rope and wooden planks.“Was the
storm raging when he fell?”, Aeron demanded of them.
",['Aeron'],['aeron']
"“My
brother Balon made us great again, which earned the Storm God’s
wrath.He feasts now in the Drowned God’s watery halls, with
mermaids to attend his every want.",['Balon'],['balon']
