sentence,entities,character
"Many followed him;
more did not.Why he thought they would be
safe there when the Thenns themselves had �ed the place Varamyr
never learned, but hundreds followed him.","['Thenns', 'Varamyr']",['varamyr']
"Varamyr might have been amongst them if only he’d been
stronger.The sea was grey and cold and far away, though, and he
knew that he would never live to see it.",['Varamyr'],['varamyr']
"It was snowing, and Varamyr had lost his own cloaks at the
Wall.arm rings Mance had given him, all lost and left behind.I burned
and I died and then I ran, half-mad with pain and terror.","['Varamyr', 'Mance']","['varamyr', 'mance']"
"So when Varamyr came
upon the dead woman in the wood, he knelt to strip the cloak from
her, and never saw the boy until he burst from hiding to drive the
long bone knife into his side and rip the cloak out of his clutching
�ngers.",['Varamyr'],['varamyr']
"It was
run or die.
Death was not so easily outrun, however.“His mother,”, Thistle told him later, after the boy had run
o�.“It were his mother’s cloak, and when he saw you robbing
her …”,
“She was dead,”, Varamyr said, wincing as her bone needle
pierced his �esh.","['Thistle', 'Varamyr']","['thistle', 'varamyr']"
"Haggon’s rough voice echoed in his head.“You will die a dozen
deaths, boy, and every one will hurt … but when your true death
comes, you will live again.",['Haggon’s'],['haggon']
"The second life is simpler and sweeter,
they say.”,
Varamyr Sixskins would know the truth of that soon enough.The chill was in him too, though,
deep down in his bones.","['second', 'Varamyr Sixskins']",['varamyr']
"And the
pain …
Varamyr had died nine times before.He had died once from a
spear thrust, once with a bear’s teeth in his throat, and once in a
wash of blood as he brought forth a stillborn cub.",['Varamyr'],['varamyr']
"Gritting his teeth against the pain, Varamyr crept to the pile
of broken branches Thistle had gathered before she went o�
hunting, and tossed a few sticks onto the ashes.","['Varamyr', 'Thistle']","['varamyr', 'thistle']"
"The gods gave no answer.After a while, the smoke ceased to rise
as well.Already the little hut was growing colder.Varamyr had no
�int, no tinder, no dry kindling.",['Varamyr'],['varamyr']
"“I will be
back with food.”, So like a fool he’d waited, dreaming of Haggon
and Bump and all the wrongs he had done in his long life, but days
and nights had passed and Thistle had not returned.","['Haggon', 'Thistle']","['haggon', 'thistle']"
"“Wait,”, she’d said.She won’t be
coming back.Varamyr wondered if he had given himself away.
Could she tell what he was thinking just from looking at him, or
had he muttered in his fever dream?
Abomination, he heard Haggon saying.","['Varamyr', 'Haggon']","['varamyr', 'haggon']"
"It was almost as if he were
here, in this very room.“She is just some ugly spearwife,”, Varamyr
told him.“I am a great man.I am Varamyr, the warg, the
skinchanger, it is not right that she should live and I should die.”,","['Varamyr', 'Varamyr']","['varamyr', 'varamyr']"
"The morning his father pulled him out of
bed to deliver him to Haggon, she would not even look at him.He
had shrieked and kicked as he was dragged into the woods, until his
father slapped him and told him to be quiet.",['Haggon'],['haggon']
"“You belong with your
own kind,”, was all he said when he �ung him down at Haggon’s
feet.
He was not wrong, Varamyr thought, shivering.Haggon taught me
much and more.","['Haggon’s', 'Varamyr']","['haggon', 'varamyr']"
"Years later he had tried to �nd his parents, to tell them that their
Lump had become the great Varamyr Sixskins, but both of them
were dead and burned.","['Lump', 'Varamyr Sixskins']",['varamyr']
"He rode to battle on the back of a snow bear thirteen
feet tall, kept three wolves and a shadowcat in thrall, and sat at the
right hand of Mance Rayder.",['Mance Rayder'],['mance']
"He
never had, but he had come close.Varamyr Sixskins was a name
men feared.It was Mance who brought me to this
place.I should not have listened.I should have slipped inside my bear
and torn him to pieces.
",['Varamyr Sixskins'],['varamyr']
"Before Mance, Varamyr Sixskins had been a lord of sorts.He lived
alone in a hall of moss and mud and hewn logs that had once been
Haggon’s, attended by his beasts.","['Before Mance', 'Varamyr Sixskins', 'Haggon’s']","['varamyr', 'haggon']"
"Varamyr gave
them his seed, took a hank of their hair to remember them by, and
sent them back.From time to time, some village hero would come
with spear in hand to slay the beastling and save a sister or a lover
or a daughter.",['Varamyr'],['varamyr']
"Holding his side to staunch
the seep of blood from his wound, Varamyr lurched to the door and
swept aside the ragged skin that covered it to face a wall of white.
Snow.",['Varamyr'],['varamyr']
"No wonder it had grown so dark and smoky inside.The
falling snow had buried the hut.
When Varamyr pushed at it, the snow crumbled and gave way,
still soft and wet.",['Varamyr'],['varamyr']
"To the south and west the hills were a
vast white wilderness where nothing moved except the blowing
snow.“Thistle,”, Varamyr called feebly, wondering how far she
could have gone.",['Varamyr'],['varamyr']
"“Thistle.Woman.Where are you?”,
Far away, a wolf gave howl.
A shiver went through Varamyr.He knew that howl as well as
Lump had once known his mother’s voice.","['Varamyr', 'Lump']",['varamyr']
"The old wolf was fearless, relentless, savage.
Varamyr had lost control of his other beasts in the agony of the
eagle’s death.His shadowcat had raced into the woods, whilst his
snow bear turned her claws on those around her, ripping apart four
men before falling to a spear.","['wolf', 'Varamyr']",['varamyr']
"She would have slain Varamyr hadhe
come within her reach.The bear hated him, had raged each time he
wore her skin or climbed upon her back.
His wolves, though …
My brothers.",['Varamyr'],['varamyr']
"“Wolves and women wed for life,”, Haggon often said.
“You take one, that’s a marriage.The wolf is part of you from that
day on, and you’re part of him.",['Haggon'],['haggon']
"Bears, boars, badgers, weasels … Haggon did not
hold with such.“Some skins you never want to wear, boy.You
won’t like what you’d become.”, Birds were the worst, to hear him
tell it.","['Haggon', 'Birds']",['haggon']
"Even in their
own skins, they sit moony, staring up at the bloody blue.”,
Not all skinchangers felt the same, however.Once, when Lump
was ten, Haggon had taken him to a gathering of such.","['Lump', 'Haggon']",['haggon']
"Borroq
looked so much like his boar that all he lacked was tusks, Orell had
his eagle, Briar her shadowcat (the moment he saw them, Lump
wanted a shadowcat of his own), the goat woman Grisella …
","['Borroq', 'Orell', 'Briar', 'Lump', 'Grisella']","['borroq', 'orell', 'briar', 'grisella']"
"The wargs
were the most numerous in that company, the wolf-brothers, but
the boy had found the others stranger and more fascinating.None of them had been as strong as Varamyr Sixskins, though,
not even Haggon, tall and grim with his hands as hard as stone.","['Varamyr Sixskins', 'Haggon']","['varamyr', 'haggon']"
"The
hunter died weeping after Varamyr took Greyskin from him, driving
him out to claim the beast for his own.No second life for you, old
man.Varamyr Threeskins, he’d called himself back then.","['Varamyr', 'Greyskin', 'second', 'Varamyr Threeskins']","['varamyr', 'varamyr']"
"Greyskin
made four, though the old wolf was frail and almost toothless and
soon followed Haggon into death.
Varamyr could take any beast he wanted, bend them to his will,
make their �esh his own.","['wolf', 'Haggon', 'Varamyr']","['haggon', 'varamyr']"
"Dog or wolf, bear or badger …
Thistle, he thought.
Haggon would call it an abomination, the blackest sin of all, but
Haggon was dead, devoured, and burned.","['Thistle', 'Haggon', 'Haggon']","['thistle', 'haggon', 'haggon']"
"Mance would have cursed
him as well, but Mance was slain or captured.No one will ever know.
I will be Thistle the spearwife, and Varamyr Sixskins will be dead.","['Mance', 'Varamyr Sixskins']","['mance', 'varamyr']"
"If she comes back.If I am still strong
enough to take her.
A wave of dizziness washed over Varamyr.He found himself upon
his knees, his hands buried in a snowdrift.",['Varamyr'],['varamyr']
"Leaning heavily upon it, he staggered toward the nearest
hut.Perhaps the villagers had forgotten something when they
�ed  …  a sack of apples, some dried meat, anything to keep him
alive until Thistle returned.
",['Thistle'],['thistle']
"He was almost there when his crutch snapped beneath his weight,
and his legs went out from under him.
How long he sprawled there with his blood reddening the snow
Varamyr could not have said.",['Varamyr'],['varamyr']
"The snow will bury me.It would be a
peaceful death.They say you feel warm near the end, warm and sleepy.
“The world beyond
the Wall is not for our kind,”, Haggon used to say.",['Haggon'],['haggon']
"“The free folk
fear skinchangers, but they honor us as well.South of the Wall, the
kneelers hunt us down and butcher us like pigs.”,
You warned me, Varamyr thought, but it was you who showed me
Eastwatch too.","['kneelers', 'Varamyr', 'Eastwatch']",['varamyr']
"Eastwatch was
a better place to trade than Castle Black; that was where the ships
came, laden with goods from the fabled lands beyond the sea.The
crows knew Haggon as a hunter and a friend to the Night’s Watch,
and welcomed the news he brought of life beyond their Wall.","['Eastwatch', 'Castle Black', 'Haggon', 'the Night’s Watch']",['haggon']
"Varamyr could feel the snow�akes melting on his brow.This is not
so bad as burning.Let me sleep and never wake, let me begin my second
life.His wolves were close now.","['Varamyr', 'second']",['varamyr']
"Which, though?
Not Sly.Haggon would have called it abomination, but Varamyr
had often slipped inside her skin as she was being mounted by One
Eye.He did not want to spend his new life as a bitch, though, not
unless he had no other choice.",['Varamyr'],['varamyr']
"Stalker might suit him better, the
younger male … though One Eye was larger and �ercer, and it was
One Eye who took Sly whenever she went into heat.
“They say you forget,”, Haggon had told him, a few weeks before
his own death.",['Haggon'],['haggon']
"Orell had been slain by the turncloak crow Jon Snow, and
his hate for his killer had been so strong that Varamyr found himself
hating the beastling boy as well.","['Orell', 'Jon Snow', 'Varamyr']","['orell', 'jon', 'varamyr']"
",
Varamyr knew the truth of that.When he claimed the eagle that
had been Orell’s, he could feel the other skinchanger raging at his
presence.He had known what Snow was the
moment he saw that great white direwolf stalking silent at his side.
","['Varamyr', 'Orell’s', 'Snow']","['varamyr', 'orell']"
"The gift was strong in Snow,
but the youth was untaught, still �ghting his nature when he should
have gloried in it.
Varamyr could see the weirwood’s red eyes staring down at him
from the white trunk.","['Snow', 'Varamyr']",['varamyr']
"He could feel ice forming in his beard.Varamyr Sixskins closed
his eyes.
He dreamt an old dream of a hovel by the sea, three dogs
whimpering, a woman’s tears.
",['Varamyr Sixskins'],['varamyr']
"His mother waited
until he was almost four to give him a proper name, and by then it
was too late.The whole village had taken to calling him Lump, the
name his sister Meha had given him when he was still in their
mother’s belly.","['Lump', 'Meha']",['meha']
"Meha had given Bump his name as well, but Lump’s
little brother had been born in his proper time, big and red and
robust, sucking greedily at Mother’s teats.","['Lump', 'Mother’s']",['mother']
"He brought his axe, so Lump
thought he meant to put him down the same way he had done the
dogs.Instead he’d given him to Haggon.
Varamyr woke suddenly, violently, his whole body shaking.","['Lump', 'Haggon', 'Varamyr']","['haggon', 'varamyr']"
"He left some skin behind when he tore it
loose.“Get up,”, she screamed again, “they’re coming.”,
Thistle had returned to him.She had him by the shoulders and
was shaking him, shouting in his face.",['Thistle'],['thistle']
"Varamyr could smell her
breath and feel the warmth of it upon cheeks gone numb with cold.
Now, he thought, do it now, or die.
He summoned all the strength still in him, leapt out of his own
skin, and forced himself inside her.
",['Varamyr'],['varamyr']
"She sucked down a mouthful of the frigid air,
and Varamyr had half a heartbeat to glory in the taste of it and the
strength of this young body before her teeth snapped together and
�lled his mouth with blood.",['Varamyr'],['varamyr']
"A horned
owl �ew silently between his trees, hunting a hare; Varamyr was
inside the owl, inside the hare, inside the trees.Deep below the
frozen ground, earthworms burrowed blindly in the dark, and he
was them as well.",['Varamyr'],['varamyr']
"When they reached the crest the wolves paused.Thistle, he
remembered, and a part of him grieved for what he had lost and
another part for what he’d done.",['Thistle'],['thistle']
"The last to
look was the thing that had been Thistle.She wore wool and fur and
leather, and over that she wore a coat of hoarfrost that crackled
when she moved and glistened in the moonlight.",['Thistle'],['thistle']
"“Is this Dornish wine?”, Tyrion asked him once, as he
pulled a stopper from a skin.“It reminds me of a certain snake I
knew.A droll fellow, till a mountain fell on him.”,
The cabin boy did not answer.",['Dornish'],['dornish']
"“Were you commanded not to talk to me?Or
did some dwarf diddle your mother?”, That went unanswered too.
“Where are we sailing?Tell me that.”, Jaime had made mention of
the Free Cities, but had never said which one.","['Jaime', 'the Free Cities']",['jaime']
"“Is it Braavos?
Tyrosh?Myr?”, Tyrion would sooner have gone to Dorne.Myrcella is
older than Tommen, by Dornish law the Iron Throne is hers.I will help
her claim her rights, as Prince Oberyn suggested.
","['Dorne', 'Myrcella', 'Tommen', 'Dornish', 'Oberyn']","['myrcella', 'tommen', 'dornish', 'oberyn']"
"Oberyn was dead, though, his head smashed to bloody ruin by the
armored �st of Ser Gregor Clegane.And without the Red Viper to
urge him on, would Doran Martell even consider such a chancy
scheme?","['Oberyn', 'Ser Gregor Clegane', 'Doran Martell']","['oberyn', 'gregor', 'doran']"
"Not that the rest of his life would last very
long.Janos Slynt would see to that.
The cabin boy wet his brush and scrubbed on manfully.“Have
you ever visited the pleasure houses of Lys?”, the dwarf inquired.
","['Janos Slynt', 'Lys']",['janos']
"At least in Dorne they speak the
Common Tongue.Like Dornish food and Dornish law, Dornish
speech was spiced with the �avors of the Rhoyne, but a man could
comprehend it.","['Dorne', 'Dornish', 'Dornish', 'Dornish']","['dornish', 'dornish', 'dornish']"
"Dorne, yes, Dorne for me.He crawled into his bunk,
clutching that thought like a child with a doll.
Sleep had never come easily to Tyrion Lannister.Aboard that ship
it seldom came at all, though from time to time he managed to
drink su�cient wine to pass out for a while.","['Dorne', 'Tyrion Lannister']",['tyrion']
"The crossbow thrummed, Lord Tywin sat back
down, and Tyrion Lannister found himself waddling through the
darkness with Varys at his side.He must have clambered back down
the shaft, two hundred and thirty rungs to where orange embers
glowed in the mouth of an iron dragon.","['Tywin', 'Tyrion Lannister']","['tywin', 'tyrion']"
"“You should
not have climbed that ladder,”, he said reproachfully.
“Wherever whores go.”, Tyrion had warned his father not to say
that word.If I had not loosed, he would have seen my threats were
empty.",['Tyrion'],['tyrion']
"He would have taken the crossbow from my hands, as once he
took Tysha from my arms.He was rising when I killed him.
“I killed Shae too,”, he confessed to Varys.
","['Tysha', 'Shae', 'Varys']","['tysha', 'shae', 'varys']"
"He could not say what had stayed his
dagger.Not gratitude.Varys had saved him from a headsman’s
sword, but only because Jaime had compelled him.Jaime  …  no,
better not to think of Jaime.
","['Jaime', 'Jaime']","['jaime', 'jaime']"
"“A rotting sea cow.”, Tyrion’s mouth was full of blood.He spat it
at the fat man’s feet.They were in a long, dim cellar with barrel-
vaulted ceilings, its stone walls spotted with nitre.",['Tyrion’s'],['tyrion']
"Any friend of my friend across the
water is a friend to Illyrio Mopatis, yes.”,
And any friend of Varys the Spider is someone I will trust just as far as
I can throw him.
","['Illyrio Mopatis', 'Varys the Spider']","['illyrio', 'varys']"
"My servants shall see to it.”, His host put the mallet and
chisel aside.“My house is yours.The fat man made good on the promised bath, though.No sooner
did Tyrion lower himself into the hot water and close his eyes than
he was fast asleep.","['house', 'Tyrion']",['tyrion']
"Tyrion shook the last
drops o� and waddled over patterned Myrish carpets as soft as new
spring grass.Awkwardly he climbed the window seat and �ung the
shutters open to see where Varys and the gods had sent him.
","['Myrish', 'Varys']",['varys']
"“Slavery is forbidden in
Pentos, by the terms of the treaty the Braavosi imposed on us a
hundred years ago.Still, they will not refuse you.”, Illyrio gave a
ponderous half bow.","['Pentos', 'Braavosi', 'Illyrio']","['braavosi', 'illyrio']"
"Should a day ever dawn when Illyrio Mopatis saw more
pro�t in a dead dwarf than a live one, Tyrion would �nd himself
packed into another wine cask by dusk.",['Illyrio Mopatis'],['illyrio']
"It would be well if I was gone
before that day arrives.That it would arrive he did not doubt; Cersei
was not like to forget him, and even Jaime might be vexed to �nd a
quarrel in Father’s belly.
",['Jaime'],['jaime']
"A light wind was ri�ing the waters of the pool below, all around
the naked swordsman.It reminded him of how Tysha would ri�e
his hair during the false spring of their marriage, before he helped
his father’s guardsmen rape her.",['Tysha'],['tysha']
"A Lannister
always pays his debts.
“Wherever whores go,”, he heard Lord Tywin say once more, and
once more the bowstring thrummed.
The magister had invited him to explore the manse.",['Tywin'],['tywin']
"“Do you know where whores go?”, When they did not
respond, he repeated the question in High Valyrian, though he had
to say courtesan in place of whore.",['High Valyrian'],['high']
"None will dare refuse you,
Illyrio claimed, but somehow Tyrion did not think he meant these
two.The younger woman was old enough to be his mother, and the
older was likely her mother.",['Illyrio'],['illyrio']
"Both were near as fat as Illyrio, with
teats that were larger than his head.I could smother myself in �esh.
There were worse ways to die.The way his lord father had died, for
one.",['Illyrio'],['illyrio']
"The only
thing more pitiful than a dwarf without a nose is a dwarf without a nose
who has no gold.
Tyrion left the fat women to their loaves and kettles and went in
search of the cellar where Illyrio had decanted him the night before.
",['Illyrio'],['illyrio']
"Tyrion pictured how his sister’s head might look up
there, with tar in her golden hair and �ies buzzing in and out of her
mouth.Yes, and Jaime must have the spike beside her, he decided.",['Jaime'],['jaime']
"Ah, but where would we live?”, He gave her
as pleasant a smile as a man with half a nose could manage.“I have
a niece in Sunspear, did I tell you?I could make rather a lot of
mischief in Dorne with Myrcella.","['Sunspear', 'you?I', 'Dorne', 'Myrcella']",['myrcella']
"I could set my niece and nephew
at war, wouldn’t that be droll?”, The washerwoman pinned up one
of Illyrio’s tunics, large enough to double as a sail.“I should be
ashamed to think such evil thoughts, you’re quite right.",['Illyrio'],['illyrio']
"Or better yet, he
should have asked his father.“Wherever whores go,”, Lord Tywin
said.She loved me.She was a crofter’s daughter, she loved me and she
wed me, she put her trust in me.
",['Tywin'],['tywin']
"I need a cup of wine.”,
She poured for him.“Magister Illyrio said that I am to scrub your
back and warm your bed.My name—”,
“—is of no interest to me.Do you know where whores go?”,
She �ushed.",['Illyrio'],['illyrio']
"“Whores sell themselves for coin.”,
“Or jewels, or gowns, or castles.But where do they go?”,
The girl could not grasp the question.“Is it a riddle, m’lord?",['m’lord'],['mord']
"The girl took that disappointment too well for his liking.“If
m’lord would prefer a boy, I can have one waiting in his bed.”,
M’lord would prefer his wife.",['m’lord'],['mord']
"M’lord would prefer a girl named Tysha.
“Only if he knows where whores go.”,
The girl’s mouth tightened.She despises me, he realized, but no
more than I despise myself.",['Tysha'],['tysha']
"That he had fucked many a woman who
loathed the very sight of him, Tyrion Lannister had no doubt, but
the others had at least the grace to feign a�ection.",['Tyrion Lannister'],['tyrion']
"Naked, if you please, I’ll be a deal too drunk to fumble at
your clothing.No one fears a
dwarf.Even Lord Tywin had not been afraid, though Tyrion had
held a crossbow in his hands.","['Tywin', 'Tyrion']","['tywin', 'tyrion']"
"Illyrio was reclining on a padded couch, gobbling hot peppers and
pearl onions from a wooden bowl.His brow was dotted with beads
of sweat, his pig’s eyes shining above his fat cheeks.",['Illyrio'],['illyrio']
"I could live for years on his rings, Tyrion
mused, though I’d need a cleaver to claim them.
“Come sit, my little friend.”, Illyrio waved him closer.
The dwarf clambered up onto a chair.",['Illyrio'],['illyrio']
"Lannister had lived all his life in a world that was too big for him,
but in the manse of Illyrio Mopatis the sense of disproportion
assumed grotesque dimensions.","['Lannister', 'Illyrio']",['illyrio']
"I am a mouse in a mammoth’s lair, he
mused, though at least the mammoth keeps a good cellar.The thought
made him thirsty.He called for wine.
“Did you enjoy the girl I sent you?”, Illyrio asked.
",['Illyrio'],['illyrio']
"The king enjoyed her greatly.”,
“I kill kings, hadn’t you heard?”, Tyrion smiled evilly over his
wine cup.“I want no royal leavings.”,
“As you wish.Let us eat.”, Illyrio clapped his hands together, and
serving men came running.
",['Illyrio'],['illyrio']
"The cooks might be old and fat, but they knew their
business.He had never eaten so well, even at court.
As he was sucking the meat o� the bones of his quail, he asked
Illyrio about the morning’s summons.",['Illyrio'],['illyrio']
"Illyrio reached for a piece of the crackling, dipped
it in a plum sauce, and ate it with his �ngers.
“Slaver’s Bay is a long way from Pentos.”, Tyrion speared a goose
liver on the point of his knife.","['Illyrio', 'Pentos']",['illyrio']
"No man is as cursed as the kinslayer, he
mused, but I could learn to like this hell.
“This is so,”, Illyrio agreed, “but the world is one great web, and a
man dare not touch a single strand lest all the others tremble.",['Illyrio'],['illyrio']
"More
wine?”, Illyrio popped a pepper into his mouth.“No, something
better.”, He clapped his hands together.
At the sound a serving man entered with a covered dish.",['Illyrio'],['illyrio']
"He
placed it in front of Tyrion, and Illyrio leaned across the table to
remove the lid.“Mushrooms,”, the magister announced, as the smell
wafted up.“Kissed with garlic and bathed in butter.","['Tyrion', 'Illyrio']","['tyrion', 'illyrio']"
"I am told the
taste is exquisite.Have one, my friend.Have two.”,
Tyrion had a fat black mushroom halfway to his mouth, but
something in Illyrio’s voice made him stop abruptly.",['Illyrio'],['illyrio']
"“That was
kind of her, but … no.”, Tyrion eased the mushroom back into the
lake of butter from which it had emerged.
“You are too suspicious.”, Illyrio smiled through his forked yellow
beard.",['Illyrio'],['illyrio']
"I had not heard that of you.”,
“In the Seven Kingdoms it is considered a grave breach of
hospitality to poison your guest at supper.”,
“Here as well.”, Illyrio Mopatis reached for his wine cup.",['Illyrio Mopatis'],['illyrio']
"Drowning cup by cup wastes
time and wine both.”,
“You mistake me,”, Tyrion said again, more loudly.The buttered
mushrooms glistened in the lamplight, dark and inviting.",['Tyrion'],['tyrion']
"Yet I am still my father’s son, and Jaime and Cersei are
mine to kill.”,
“How odd that you should mention your fair sister,”, said Illyrio,
between snails.","['Jaime', 'Illyrio']","['jaime', 'illyrio']"
",
It was no more than Tyrion had expected.“If you mean to take
her up on it, make her spread her legs for you as well.“Do you think King Stannis will give it to you?",['King Stannis'],['stannis']
"I am told he is
a great one for the law.Your brother wears the white cloak, so you
are heir by all the laws of Westeros.”,
“Stannis might well grant me Casterly Rock,”, said Tyrion, “but
for the small matter of regicide and kinslaying.","['Westeros', 'Stannis', 'Casterly Rock']",['stannis']
"For those he would
shorten me by a head, and I am short enough as I stand.But why
would you think I mean to join Lord Stannis?”,
“Why else would you go the Wall?”,
“Stannis is at the Wall?”, Tyrion rubbed at his nose.",['Stannis'],['stannis']
"“What in
seven bloody hells is Stannis doing at the Wall?”,
“Shivering, I would think.It is warmer down in Dorne.“My niece Myrcella is in Dorne, as it happens.","['Stannis', 'Dorne', 'Myrcella', 'Dorne']","['stannis', 'myrcella']"
"And I
have half a mind to make her a queen.”,
Illyrio smiled as his serving men spooned out bowls of black
cherries in sweet cream for them both.“What has this poor child
done to you that you would wish her dead?”,
“Even a kinslayer is not required to slay all his kin,”, said Tyrion,
wounded.",['Illyrio'],['illyrio']
"Yet
it is the same coin.To queen her is to kill her.Dorne might rise for
Myrcella, but Dorne alone is not enough.If you are as clever as our
friend insists, you know this.”,
Tyrion looked at the fat man with new interest.","['Dorne', 'Myrcella', 'Dorne']",['myrcella']
"Three heralds go before him
with the golden scales of trade, the iron sword of war, and the
silver scourge of justice.On the �rst day of each new year he must
de�ower the maid of the �elds and the maid of the seas.”, Illyrio
leaned forward, elbows on the table.",['Illyrio'],['illyrio']
"There is no peace in
Westeros, no justice, no faith … and soon enough, no food.When
men are starving and sick of fear, they look for a savior.”,
“They may look, but if all they �nd is Stannis—”,
“Not Stannis.","['Westeros', 'Stannis']",['stannis']
"Nor Myrcella.”, The yellow smile widened.“Another.
Stronger than Tommen, gentler than Stannis, with a better claim
than the girl Myrcella.A savior come from across the sea to bind up
the wounds of bleeding Westeros.”,
“Fine words.”, Tyrion was unimpressed.","['Stannis', 'Myrcella', 'Westeros']","['stannis', 'myrcella']"
"“Your Grace,”, said Ser Barristan Selmy, the lord commander of
her Queensguard, “there is no need for you to see this.”,
“He died for me.”, Dany clutched her lion pelt to her chest.
","['Ser Barristan Selmy', 'Queensguard', 'Dany']",['barristan']
"Daenerys Targaryen awaited him upon the
ebon bench that she had made her throne.Her eyes were soft with
sleep, her silver-gold hair all tousled.
Underneath, a sheer white linen tunic covered her to midthigh.",['Daenerys Targaryen'],['daenerys']
"She
had been dreaming of a house with a red door when Missandei
woke her.There had been no time to dress.
“Khaleesi,”, whispered Irri, “you must not touch the dead man.","['Missandei', 'Irri']","['missandei', 'irri']"
"It is
bad luck to touch the dead.”,
“Unless you killed them yourself.”, Jhiqui was bigger-boned than
Irri, with wide hips and heavy breasts.“That is known.”,
“It is known,”, Irri agreed.
","['Jhiqui', 'Irri']","['jhiqui', 'irri']"
"They had been given to her when she wed
Khal Drogo.It was Drogo who had given her the pelt she wore, the
head and hide of a hrakkar, the white lion of the Dothraki sea.","['Khal Drogo', 'Drogo', 'Dothraki']",['drogo']
"It
was too big for her and had a musty smell, but it made her feel as if
her sun-and-stars was still near her.
Grey Worm appeared atop the steps �rst, a torch in hand.",['Grey Worm'],['grey']
"They laid the corpse down
at her feet.Ser Barristan pulled back the bloodstained shroud.Grey
Worm lowered the torch, so she might see.
The dead man’s face was smooth and hairless, though his cheeks
had been slashed open ear to ear.",['Barristan'],['barristan']
"“Your Grace,”, Ser Barristan said, “there was a harpy drawn on the
bricks in the alley where he was found …”,
“… drawn in blood.”, Daenerys knew the way of it by now.",['Ser Barristan'],['barristan']
"“My queen,”, replied the captain, “your servant Stalwart Shield
had no duty last night.He had gone to a … a certain place … to
drink, and have companionship.”,
“A certain place?",['Stalwart Shield'],['stalwart']
"Even so … “What could a eunuch hope to �nd in a
brothel?”,
“Even those who lack a man’s parts may still have a man’s heart,
Your Grace,”, said Grey Worm.","['Grace', 'Grey Worm']",['grey']
"“This one has been told thatyour
servant Stalwart Shield sometimes gave coin to the women of the
brothels to lie with him and hold him.”,
The blood of the dragon does not weep.",['Stalwart Shield'],['stalwart']
"“Why did they cut open his cheeks like that?”,
“Gracious queen,”, said Grey Worm, “his killers had forced the
genitals of a goat down the throat of your servant Stalwart Shield.
","['Grey Worm', 'Stalwart Shield']","['grey', 'stalwart']"
"Many.”,
“Six or more,”, said Ser Barristan.“From the look of his wounds,
they swarmed him from all sides.He was found with an empty
scabbard.This one removed them before bringing him here.”,
They could not feed him his own genitals.",['Ser Barristan'],['barristan']
