sentence,entities,character
"“I know, I know, oh,oh, oh.”,
Even for a fool, Patchface was a sorry thing.Perhaps once he
could evoke gales of laughter with a quip, but the sea had taken
that power from him, along with half his wits and all his memory.
",['Patchface'],['patchface']
"An ugly little girl and a sad fool, and maester makes three  …  now
there is a tale to make men weep.“Sit with me, child.”, Cressen
beckoned her closer.",['Cressen'],['cressen']
"“This is early to come calling, scarce past
dawn.You should be snug in your bed.”,
“I had bad dreams,”, Shireen told him.“About the dragons.They
were coming to eat me.”,
The child had been plagued by nightmares as far back as Maester
Cressen could recall.",['Shireen'],['shireen']
"“So you see, there is nothing to fear.”,
Shireen was unconvinced.“What about the thing in the sky?Dalla
and Matrice were talking by the well, and Dalla said she heard the
red woman tell Mother that it was dragonsbreath.","['Shireen', 'Matrice', 'Dalla']","['shireen', 'matrice', 'dalla']"
"He would have a stern word with Dalla,
warn her not to spread such tales.“The thing in the sky is a comet,
sweet child.A star with a tail, lost in the heavens.",['Dalla'],['dalla']
"It will be gone
soon enough, never to be seen again in our lifetimes.Watch and
see.”,
Shireen gave a brave little nod.“Mother said the white raven
means it’s not summer anymore.”",['Shireen'],['shireen']
"The white ravens �y only from the Citadel.”,
Cressen’s �ngers went to the chain about his neck, each link forged
from a di�erent metal, each symbolizing his mastery of another
branch of learning; the maester’s collar, mark of his order.","['Citadel', 'Cressen']",['cressen']
"Ten years,
two turns, and sixteen days it lasted, the longest summer in living
memory.”,
“Will it get cold now?”, Shireen was a summer child, and had
never known true cold.
",['Shireen'],['shireen']
"“In time,”, Cressen replied.Patchface rang his bells.“It is always summer under the sea,”, he
intoned.“The merwives wear nennymoans in their hair and weave
gowns of silver seaweed.",['Cressen'],['cressen']
"I know, I know, oh, oh, oh.”,
Shireen giggled.“I should like a gown of silver seaweed.”,
“Under the sea, it snows up,”, said the fool, “and the rain is dry as
bone.",['Shireen'],['shireen']
"I know, I know, oh, oh, oh.”,
“Will it truly snow?”, the child asked.
“It will,”, Cressen said.But not for years yet, I pray, and then not for
long.“Ah, here is Pylos with the bird.”,
Shireen gave a cry of delight.","['Cressen', 'Pylos', 'Shireen']","['cressen', 'pylos', 'shireen']"
"Even Cressen had to admit the bird
made an impressive sight, white as snow and larger than any hawk,
with the bright black eyes that meant it was no mere albino, but a
truebred white raven of the Citadel.","['Cressen', 'Citadel']",['cressen']
"“Here,”, he called.The raven
spread its wings, leapt into the air, and �apped noisily across the
room to land on the table beside him.
“I’ll see to your breakfast now,”, Pylos announced.",['Pylos'],['pylos']
"“It talks!”,
“A few words.As I said, they are clever, these birds.”,
“Clever bird, clever man, clever clever fool,”, said Patchface,
jangling.“Oh, clever clever clever fool.”, He began to sing.",['Patchface'],['patchface']
"I told him to stop but he won’t.
It makes me scared.Make him stop.”,
And how do I do that?the old man wondered.Once I might have
silenced him forever, but now …
Patchface had come to them as a boy.",['Patchface'],['patchface']
"The king
—the old king, Aerys II Targaryen, who had not been quite so mad
in those days—had sent his lordship to seek a bride for Prince
Rhaegar, who had no sisters to wed.","['Aerys II Targaryen', 'Prince\nRhaegar']",['aerys']
"Lord Ste�on of cherished
memory had found him in Volantis, across the narrow sea.“We have found the most
splendid fool,”, he wrote Cressen, a fortnight before he was to
return home from his fruitless mission.","['Ste�', 'Volantis', 'Cressen']",['cressen']
"Robert
will be delighted with him, and perhaps in time he will even teach
Stannis how to laugh.”,
It saddened Cressen to remember that letter.No one had ever
taught Stannis how to laugh, least of all the boy Patchface.","['Robert', 'Stannis', 'Cressen', 'Stannis', 'Patchface']","['robert', 'stannis', 'cressen', 'stannis', 'patchface']"
"Cressen had thought him another corpse, but when
Jommy grabbed his ankles to drag him o� to the burial wagon, the
boy coughed water and sat up.To his dying day, Jommy had sworn
that Patchface’s �esh was clammy cold.
","['Cressen', 'Jommy', 'Jommy', 'Patchface’s']","['cressen', 'jommy', 'jommy', 'patchface']"
"Patchface himself had said
nothing.Yet
his fool’s face left no doubt of who he was.“The wretch is mad, and in pain, and no use to anyone, least of all
himself,”, declared old Ser Harbert, the castellan of Storm’s End in
those years.","['Patchface', 'Ser Harbert', 'Storm’s End']","['patchface', 'harbert']"
"“The kindest thing you could do for that one is �ll his
cup with the milk of the poppy.A painless sleep, and there’s an end
to it.He’d bless you if he had the wit for it.”, But Cressen had
refused, and in the end he had won.",['Cressen'],['cressen']
"Whether Patchface had gotten
any joy of that victory he could not say, not even today, so many
years later.
“The shadows come to dance, my lord, dance my lord, dance my
lord,”, the fool sang on, swinging his head and making his bells clang
and clatter.",['Patchface'],['patchface']
"remember another song, and this one will never be heard again.”, He
can sing prettily in four tongues, Lord Ste�on had written …
Pylos strode through the door.","['Ste�', 'Pylos']",['pylos']
"“You must not take his words to heart.On the morrow he may
“Maester, pardons.”,
“You have forgotten the porridge,”, Cressen said, amused.That
was most unlike Pylos.
","['Cressen', 'Pylos']","['cressen', 'pylos']"
"“I should
have been told,”, Cressen complained.“I should have been woken.”,
He disentangled his �ngers from Shireen’s.“Pardons, my lady, but I
must speak with your lord father.","['Cressen', 'Shireen’s']","['cressen', 'shireen']"
"There
are too many steps in this castle, and it seems to me they add a few
every night, just to vex me.”,
Shireen and Patchface followed them out, but the child soon grew
restless with the old man’s creeping pace and dashed ahead, the fool
lurching after her with his cowbells clanging madly.
","['Shireen', 'Patchface']","['shireen', 'patchface']"
"Lord
Stannis would be found in the Chamber of the Painted Table, atop
the Stone Drum, Dragonstone’s central keep, so named for the way
its ancient walls boomed and rumbled during storms.","['Stannis', 'the Chamber of the Painted Table']",['stannis']
"To reach him
they must cross the gallery, pass through the middle and inner walls
with their guardian gargoyles and black iron gates, and ascend more
steps than Cressen cared to contemplate.",['Cressen'],['cressen']
"Pylos, give me your arm.Castles are not friendly places for the frail, Cressen was reminded
as he descended the turnpike stairs of Sea Dragon Tower.Young men climbed steps
two at a time; for old men with bad hips, every one was a torment.
","['Pylos', 'Cressen', 'Sea Dragon Tower']","['pylos', 'cressen']"
"But Lord Stannis would not think to come to him, so the maester
resigned himself to the ordeal.He had Pylos to help him, at the
least, and for that he was grateful.
",['Pylos'],['pylos']
"Lord Stannis’s Fury, a triple-decked war galley of three
hundred oars, looked almost small beside some of the big-bellied
carracks and cogs that surrounded her.
",['Stannis’s Fury'],['stannis']
"“Wait here,”, Cressen told Pylos,
within.“It’s best I see him alone.”,
“It is a long climb, Maester.”,
Cressen smiled.“You think I have forgotten?I have climbed these
steps so often I know each one by name.”","['Cressen', 'Pylos', 'Maester.', 'Cressen']","['cressen', 'pylos', 'cressen']"
"He had stopped to catch his
breath and ease the pain in his hip when he heard the scu� of boots
on stone, and came face-to-face with Ser Davos Seaworth,
descending.
",['Ser Davos Seaworth'],['davos']
"His small beard
was well peppered with grey, and he wore a leather glove on his
maimed left hand.When he saw Cressen, he checked his descent.
“Ser Davos,”, the maester said.",['Cressen'],['cressen']
"“When did you return?”,
“In the black of morning.My favorite time.”, It was said that no
one had ever handled a ship by night half so well as Davos
Shorthand.",['Davos'],['davos']
"They will not
rise, Maester.Not for him.They do not love him.”,
No, Cressen thought.Nor will they ever.He is strong, able,
just … aye, just past the point of wisdom … yet it is not enough.","['Maester', 'Cressen']",['cressen']
"To them I’ll always be the Onion Knight.”,
His left hand closed, stubby �ngers locking into a �st; Stannis had
hacked the ends o� at the last joint, all but the thumb.","['the Onion Knight', 'Stannis']",['stannis']
"It has
never been enough.“You spoke to them all?”,
“All?No.Only those that would see me.They do not love me
either, these highborns.“I broke
bread with Gulian Swann and old Penrose, and the Tarths consented
to a midnight meeting in a grove.","['Gulian Swann', 'Tarths']",['gulian']
"Bryce the Orange, of the Rainbow Guard.”,
“The Rainbow Guard?”,
“Renly’s made his own Kingsguard,”, the onetime smuggler
explained, “but these seven don’t wear white.","['the Rainbow Guard', 'Renly’s', 'Kingsguard']",['renly']
"Loras Tyrell’s their Lord Commander.”,
It was just the sort of notion that would appeal to Renly
Baratheon; a splendid new order of knighthood, with gorgeous new
raiment to proclaim it.","['Loras Tyrell’s', 'Renly\nBaratheon']",['loras']
"The others—well, Beric
Dondarrion is gone missing, some say dead, and Lord Caron is with
Renly.Each one has his own
color.Even as a boy, Renly had loved bright colors
and rich fabrics, and he had loved his games as well.","['Beric\nDondarrion', 'Caron', 'Renly', 'Renly']","['renly', 'renly']"
"“Look at me!”,
he would shout as he ran laughing through the halls of Storm’s End.
Look at me, I’m a king, Cressen thought sadly.Oh, Renly, Renly, dear
sweet child, do you know what you are doing?","['Storm’s End', 'Cressen', 'Renly', 'Renly']","['cressen', 'renly', 'renly']"
"And would you care if
you did?Is there anyone who cares for him but me?“What reasons did
the lords give for their refusals?”, he asked Ser Davos.
“Well, as to that, some gave me soft words and some blunt, some
made excuses, some promises, some only lied.”, He shrugged.",['Ser Davos'],['davos']
"“In
the end words are just wind.”,
“You could bring him no hope?”,
“Only the false sort, and I’d not do that,”, Davos said.“He had the
truth from me.”,
Maester Cressen remembered the day Davos had been knighted,
after the siege of Storm’s End.","['Davos', 'Maester Cressen', 'Davos', 'Storm’s End']","['davos', 'davos']"
"Lord Stannis and a small garrison had
held the castle for close to a year, against the great host of the
Lords Tyrell and Redwyne.Even the sea was closed against them,
","['Stannis', 'Redwyne']","['stannis', 'redwyne']"
"watched day and night by Redwyne galleys �ying the burgundy
banners of the Arbor.Within Storm’s End, the horses had long since
been eaten, the dogs and cats were gone, and the garrison was
down to roots and rats.","['Redwyne galleys �ying', 'Storm’s End']",['redwyne']
"Then came a night when the moon was new
and black clouds hid the stars.Cloaked in that darkness, Davos the
smuggler had dared the Redwyne cordon and the rocks of
Shipbreaker Bay alike.","['Davos', 'Redwyne', 'Shipbreaker Bay']","['davos', 'redwyne']"
"Lord Stannis had rewarded Davos with choice lands on Cape
Wrath, a small keep, and a knight’s honors  …  but he had also
decreed that he lose a joint of each �nger on his left hand, to pay
for all his years of smuggling.","['Davos', 'Cape\nWrath']",['davos']
"Davos had submitted, on the
condition that Stannis wield the knife himself; he would accept no
punishment from lesser hands.The lord had used a butcher’s
cleaver, the better to cut clean and true.",['Stannis'],['stannis']
"The onetime smuggler was fond of saying that Lord Stannis
had done him a boon, by giving him four less �ngernails to clean
and trim.
No, Cressen thought, a man like that would give no false hope,
nor soften a hard truth.",['Cressen'],['cressen']
"Yet now …”,
“If he takes this meager host to King’s Landing, it will be only to
die.He does not have the numbers.I told him as much, but you
know his pride.”, Davos held up his gloved hand.","['King’s Landing', 'Davos']",['davos']
"Lord Stannis Baratheon’s refuge was a great round room with
walls of bare black stone and four tall narrow windows that looked
out to the four points of the compass.",['Stannis Baratheon’s'],['stannis']
"was the great table from which it took its name, a massive slab of
carved wood fashioned at the command of Aegon Targaryen in the
days before the Conquest.","['Aegon Targaryen', 'Conquest']",['aegon']
"On its surface, darkened by near
three hundred years of varnish, were painted the Seven Kingdoms
as they had been in Aegon’s day; rivers and mountains, castles and
cities, lakes and forests.
","['Kingdoms', 'Aegon']",['aegon']
"Aegon’s carpenters had shaped it
after the land of Westeros, sawing out each bay and peninsula until
the table nowhere ran straight.Seated in the
chair was a man in a tight-laced leather jerkin and breeches of
roughspun brown wool.","['Aegon', 'Westeros']",['aegon']
"Stannis Baratheon, Lord of Dragonstone and by the grace of the
gods rightful heir to the Iron Throne of the Seven Kingdoms of
Westeros, was broad of shoulder and sinewy of limb, with a
tightness to his face and �esh that spoke of leather cured in the sun
until it was as tough as steel.","['Stannis Baratheon', 'Dragonstone', 'the Iron Throne of', 'Westeros']",['stannis']
"Hard was the word men used when
they spoke of Stannis, and hard he was.Though he was not yet �ve-
and-thirty, only a fringe of thin black hair remained on his head,
circling behind his ears like the shadow of a crown.",['Stannis'],['stannis']
"His brother, the
late King Robert, had grown a beard in his �nal years.Maester
Cressen had never seen it, but they said it was a wild thing, thick
and �erce.","['Robert', 'Maester\nCressen']",['robert']
"As if in answer, Stannis kept his own whiskers cropped
tight and short.They lay like a blue-black shadow across his square
jaw and the bony hollows of his cheeks.",['Stannis'],['stannis']
"His eyes were open wounds
beneath his heavy brows, a blue as dark as the sea by night.Sometimes when the world grew very still and silent of a night,
Maester Cressen fancied he could hear Lord Stannis grinding his
teeth half a castle away.
","['Maester Cressen', 'Stannis']",['stannis']
"Now you are old and sick, and need your
sleep.”, Stannis had never learned to soften his speech, to dissemble
or �atter; he said what he thought, and those that did not like it
could be damned.",['Stannis'],['stannis']
"“Once you would have woken me,”, the old man said.
“Once you were young.“I knew you’d learn what Davos had to say soon
enough.You always do, don’t you?”,
“I would be of no help to you if I did not,”, Cressen said.","['Davos', 'Cressen']","['davos', 'cressen']"
"The cravenly ones will sit behind
their walls waiting to see how the wind rises and who is likely to
triumph.The bold ones have already declared for Renly.",['Renly'],['renly']
"For Renly!”,
He spat out the name like poison on his tongue.
“Your brother has been the Lord of Storm’sEnd these past
thirteen years.These lords are his sworn bannermen—”,
“His,”, Stannis broke in, “when by rights they should be mine.","['Renly', 'Stannis']","['renly', 'stannis']"
"I
never asked for Dragonstone.I never wanted it.I took it because
Robert’s enemies were here and he commanded me to root them
out.I built his �eet and did his work, dutiful as a younger brother
should be to an elder, as Renly should be to me.","['Dragonstone', 'Robert']",['robert']
"And what was
Robert’s thanks?He names me Lord of Dragonstone, and gives
Storm’s End and its incomes to Renly.Storm’s End belonged to
House Baratheon for three hundred years; by rights it should have
passed to me when Robert took the Iron Throne.”","['Robert', 'Dragonstone', 'Storm’s End', 'Renly', 'House Baratheon', 'Robert']","['robert', 'renly', 'robert']"
"Here was the heart of his lord’s weakness; for Dragonstone, old and
strong though it was, commanded the allegiance of only a handful
of lesser lords, whose stony island holdings were too thinly peopled
to yield up the men that Stannis needed.","['Dragonstone', 'Stannis']",['stannis']
"and Lys, the host camped outside his walls was far too small to
bring down the power of House Lannister.
“Robert did you an injustice,”, Maester Cressen replied carefully,
“yet he had sound reasons.","['Lys', 'House', 'Lannister', 'Robert', 'Maester Cressen']",['robert']
"He needed a man’s strength to rule here, and
Renly was but a child.”,
“He is a child still,”, Stannis declared, his anger ringing loud in the
empty hall, “a thieving child who thinks to snatch the crown o� my
brow.","['Renly', 'Stannis']","['renly', 'stannis']"
"Dragonstone had long been the seat of
House Targaryen.What has Renly ever done to earn a throne?That is the sum of my brother Renly, who thinks he ought to
be a king.","['House', 'Renly']",['renly']
"I ask you, why did the gods in�ict me with brothers?”,
“I cannot answer for the gods.”,
“You seldom answer at all these days, it seems to me.Who
maesters for Renly?",['Renly'],['renly']
"Perchance I should send for him, I might like
his counsel better.What do you think this maester said when my
brother decided to steal my crown?In that, as in so much else, Renly was like his brother Robert, and
utterly unlike Stannis.
","['Renly', 'Robert', 'Stannis']","['renly', 'robert', 'stannis']"
"“Your Grace,”, Stannis repeated bitterly.“You mock me with a
king’s style, yet what am I king of?There he stood, brooding over the realm he sought to
claim, so near at hand and yet so far away.",['Stannis'],['stannis']
"That Lysene pirate
Salladhor Saan will be there with the latest tally of what I owe him,
and Morosh the Myrman will caution me with talk of tides and
autumn gales, while Lord Sunglass mutters piously of the will of the
Seven.","['Lysene', 'Morosh', 'Myrman', 'Sunglass']","['morosh', 'sunglass']"
"“If you and your brother were to make common cause
against them—”,
“I will not treat with Renly,”, Stannis answered in a tone that
brooked no argument.","['Renly', 'Stannis']","['renly', 'stannis']"
"Am I to
accept a broken realm?”,
“Surely half a kingdom is better than none,”, Cressen said, “and if
you help the boy avenge his father’s murder—”,
“Why should I avenge Eddard Stark?","['Cressen', 'Eddard Stark']","['cressen', 'eddard']"
",
“A green boy,”, said Stannis, “and another false king.The man was nothing to me.
Oh, Robert loved him, to be sure.Loved him as a brother, how often
did I hear that?","['Stannis', 'Robert']","['stannis', 'robert']"
"I was his brother, not Ned Stark, but you would
never have known it by the way he treated me.I held Storm’s End
for him, watching good men starve while Mace Tyrell and Paxter
Redwyne feasted within sight of my walls.","['Ned Stark', 'Storm’s End', 'Mace Tyrell', 'Paxter\nRedwyne']","['ned', 'mace']"
"Did Robert thank me?
No.He thanked Stark, for lifting the siege when we were down to
rats and radishes.I built a �eet at Robert’s command, took
Dragonstone in his name.","['Robert', 'Stark', 'Robert', 'Dragonstone']","['robert', 'robert']"
"Did he take my hand and say, Well done,
brother, whatever should I do without you?No, he blamed me for
letting Willem Darry steal away Viserys and the babe, as if I could
have stopped it.","['you?No', 'Willem Darry', 'Viserys']","['willem', 'viserys']"
"I sat on his council for �fteen years, helping Jon
Arryn rule his realm while Robert drank and whored, but when Jon
died, did my brother name me his Hand?","['Jon\nArryn', 'Robert', 'Jon']","['robert', 'jon']"
"No, he went galloping o�
to his dear friend Ned Stark, and o�ered him the honor.And small
good it did either of them.”,
“Be that as it may, my lord,”, Maester Cressen said gently.","['Ned Stark', 'Maester Cressen']",['ned']
"What of Lady Arryn?If the queen murdered her
husband, surely she will want justice for him.She has a young son,
Jon Arryn’s heir.If you were to betroth Shireen to him—”,
“The boy is weak and sickly,”, Lord Stannis objected.","['Lady Arryn?If', 'Jon Arryn’s', 'Shireen']","['jon', 'shireen']"
"Service as a page might have done him good, but that
damnable Lannister woman had Lord Arryn poisoned before it could
be done, and now Lysa hides him in the Eyrie.","['Lannister', 'Arryn', 'Eyrie']",['arryn']
"“Even his
father saw how it was, when he asked me to foster him on
Dragonstone.She’ll never part with
the boy, I promise you that.”,
“Then you must send Shireen to the Eyrie,”, the maester urged.
","['Dragonstone', 'Shireen', 'Eyrie']",['shireen']
"“Dragonstone is a grim home for a child.Let her fool go with her,
so she will have a familiar face about her.”,
“Familiar and hideous.”, Stannis furrowed his brow in thought.
",['Stannis'],['stannis']
"Mind you
remember that, woman.”,
“I am pleased to hear it, my lord.”, Lady Selyse was as tall as her
husband, thin of body and thin of face, with prominent ears, a sharp
nose, and the faintest hint of a mustache on her upper lip.",['Lady Selyse'],['selyse']
"She
plucked it daily and cursed it regularly, yet it never failed to return.
Her eyes were pale, her mouth stern, her voice a whip.She cracked
it now.“Lady Arryn owes you her allegiance, as do the Starks, your
brother Renly, and all the rest.","['Arryn', 'Starks', 'Renly']","['arryn', 'renly']"
"of?”, There was no a�ection in his tone.Stannis had always been
uncomfortable around women, even his own wife.When he had
gone to King’s Landing to sit on Robert’s council, he had left Selyse
on Dragonstone with their daughter.","['King’s Landing', 'Robert', 'Selyse', 'Dragonstone']","['robert', 'selyse']"
"“My brothers and uncles and cousins have armies,”, she told him.
“House Florent will rally to your banner.”,
“House Florent can �eld two thousand swords at best.”, It was
said that Stannis knew the strength of every house in the Seven
Kingdoms.",['Stannis'],['stannis']
"“And you have a deal more faith in your brothers and
uncles than I do, my lady.The Florent lands lie too close to
Highgarden for your lord uncle to risk Mace Tyrell’s wrath.”","['Florent', 'Highgarden', 'Mace Tyrell’s']","['florent', 'mace']"
",
“There is another way.”, Lady Selyse moved closer.“Look out
your windows, my lord.There is the sign you have waited for,
blazoned on the sky.Red, it is, the red of �ame, red for the �ery
heart of the true god.",['Lady Selyse'],['selyse']
"Nothing is
more certain.You are meant to sail from this desolate rock as
Aegon the Conqueror once sailed, to sweep all before you as he did.
Only say the word, and embrace the power of the Lord of Light.”,
“How many swords will the Lord of Light put into my hand?”,
Stannis demanded again.
","['Aegon', 'Conqueror', 'Light', 'Stannis']","['aegon', 'stannis']"
"“All you need,”, his wife promised.“The swords of Storm’s End
and Highgarden for a start, and all their lords bannermen.”,
“Davos would tell you di�erent,”, Stannis said.","['Storm’s End', 'Highgarden', 'Stannis']",['stannis']
"They love my charming young brother, as they
once loved Robert … and as they have never loved me.”,
“Yes,”, she answered, “but if Renly should die …”,
Stannis looked at his lady with narrowed eyes, until Cressen could
not hold his tongue.","['Robert', 'Stannis', 'Cressen']","['robert', 'stannis', 'cressen']"
"“Those swords are
sworn to Renly.“It is not to be thought.Your Grace, whatever
follies Renly has committed—”,
“Follies?I call them treasons.”, Stannis turned back to his wife.
","['Renly', 'Grace', 'Renly', 'Stannis']","['renly', 'renly', 'stannis']"
"“My brother is young and strong, and he has a vast host around
him, and these rainbow knights of his.”,
“Melisandre has gazed into the �ames, and seen him dead.”,
Cressen was horrorstruck.","['Melisandre', 'Cressen']","['melisandre', 'cressen']"
"“Fratricide  …  my lord, this is evil,
unthinkable … please, listen to me.”,
Lady Selyse gave him a measured look.“And what will you tell
him, Maester?","['Lady Selyse', 'Maester']",['selyse']
"How he might win half a kingdom if he goes to the
Starks on his knees and sells our daughter to Lysa Arryn?”,
“I have heard your counsel, Cressen,”, Lord Stannis said.","['Starks', 'Lysa Arryn', 'Cressen']","['lysa', 'cressen']"
"“Now I
will hear hers.You are dismissed.”,
Maester Cressen bent a sti� knee.He could feel Lady Selyse’s
eyes on his back as he shu�ed slowly across the room.","['Maester Cressen', 'Lady Selyse’s']",['selyse']
"When he was safe back in his own rooms, Cressen sent the
younger man away and limped to his balcony once more, to stand
between his gargoyles and stare out to sea.",['Cressen'],['cressen']
"By the time
he reached the bottom of the steps it was all he could do to stand
erect.“Help me,”, he said to Pylos.
One of Salladhor Saan’s
warships was sweeping past the castle, her gaily striped hull slicing
through the grey-green waters as her oars rose and fell.",['Pylos'],['pylos']
"He watched
until she vanished behind a headland.Would that my fears could
vanish so easily.Had he lived so long for this?
When a maester donned his collar, he put aside the hope of
children, yet Cressen had oft felt a father nonetheless.",['Cressen'],['cressen']
"Robert,
Stannis, Renly  …  three sons he had raised after the angry sea
claimed Lord Ste�on.Had he done so ill that now he must watch
one kill the other?","['Robert', 'Stannis', 'Renly', 'Ste�']","['robert', 'stannis', 'renly']"
"He could not allow it, would not allow it.
The woman was the heart of it.Not the Lady Selyse, the other
one.The red woman, the servants had named her, afraid to speak
her name.",['Lady Selyse'],['selyse']
"“I will speak her name,”, Cressen told his stone hellhound.
“Melisandre.Her.”, Melisandre of Asshai, sorceress, shadowbinder,
and priestess to R’hllor, the Lord of Light, the Heart of Fire, the God
of Flame and Shadow.","['Cressen', 'Melisandre', 'Asshai', 'Light', 'the Heart of Fire', 'Flame', 'Shadow']","['cressen', 'melisandre']"
"And this very night Lord Stannis would feast his bannermen, his
lady wife … and the red woman, Melisandre of Asshai.
I must rest, Maester Cressen told himself.","['Melisandre', 'Asshai', 'Maester Cressen']",['melisandre']
"His
lord’s face swam up before him, not the man he wasbut the boy he
had been, standing cold in the shadows while the sun shone on his
elder brother.Whatever he did, Robert had done �rst, and better.
",['Robert'],['robert']
"Cressen owned no hollow rings,
such as the poisoners of Lys were said to favor, but a myriad of
pockets great and small were sewn inside the loose sleeves of his
robe.","['Cressen', 'Lys']",['cressen']
"Poor boy … he must hurry, for his sake.
The maester found the crystals where he had left them, and
scooped them o� the parchment.He secreted the strangler seeds in one of them, threw open his
door, and called, “Pylos?",['Pylos'],['pylos']
"In the end, Cressen had to shout for the servants.“Make haste,”,
he told them.“I have slept too long.They will be feasting by
now … drinking … I should have been woken.”, What had happened
to Maester Pylos?","['Cressen', 'Maester Pylos']",['cressen']
"He told the servants to leave him outside.It would be
better to enter alone; he must not appear feeble.Leaning heavily on
his cane, Cressen climbed the last few steps and hobbled beneath
the gateway teeth.",['Cressen'],['cressen']
"Over the clatter of knife and plate and the low mutter of table
talk, he heard Patchface singing, “… dance, my lord, dance my lord,”,
to the accompaniment of jangling cowbells.",['Patchface'],['patchface']
"Here there was no loud laughter, no
raucous shouting such as marred the dignity of other men’s feasts;
Lord Stannis did not permit such.
Cressen made his way toward the raised platform where the lords
sat with the king.","['Stannis', 'Cressen']","['stannis', 'cressen']"
"He had to step wide around Patchface.Dancing,
his bells ringing, the fool neither saw nor heard his approach.As he
hopped from one leg to the other, Patchface lurched into Cressen,
knocking his cane out from under him.","['Patchface', 'Patchface', 'Cressen']","['patchface', 'patchface', 'cressen']"
"Patchface sprawled half on top of him, motley fool’s face pressed
close to his own.He had lost his tin helm with its antlers and bells.
“Under the sea, you fall up,”, he declared.",['Patchface'],['patchface']
"“Thank you, ser,”, he murmured, turning to see which knight had
come to his aid …
“Maester,”, said Lady Melisandre, her deep voice �avored with the
music of the Jade Sea.","['Lady Melisandre', 'the Jade Sea']",['melisandre']
"Many called her beautiful.She was not beautiful.
She was red, and terrible, and red.
“I … thank you, my lady.”,
“A man your age must look to where he steps,”, Melisandre said
courteously.",['Melisandre'],['melisandre']
"Yet even as he said the words, he heard Patchface take up his song
again.“The shadows come to dance, my lord, dance my lord, dance my
lord.”,
“Now here is a riddle,”, Melisandre said.","['Patchface', 'Melisandre']","['patchface', 'melisandre']"
"“A clever fool and a
foolish wise man.”, Bending, she picked up Patchface’s helm from
where it had fallen and set it on Cressen’s head.The cowbells rang
softly as the tin bucket slid down over his ears.","['Bending', 'Patchface', 'Cressen']","['patchface', 'cressen']"
"“A crown to match
your chain, Lord Maester,”, she announced.All around them, men
were laughing.
Cressen pressed his lips together and fought to still his rage.","['Lord Maester', 'Cressen']",['cressen']
"“There are truths in this world that are not taught at Oldtown.”,
Melisandre turned from him in a swirl of red silk and made her way
back to the high table, where King Stannis and his queen were
seated.","['Oldtown', 'Melisandre', 'King Stannis']","['melisandre', 'stannis']"
