sentence,entities,character
"“We need a �re.I’ll see to it.”,
“How big a fool are you, old man?If there are enemies in this
wood, a �re is the last thing we want.”,
“There’s some enemies a �re will keep away,”, Gared said.",['Gared'],['gared']
"“Bears
and direwolves and … and other things …”,
Ser Waymar’s mouth became a hard line.“No �re.”,
Gared’s hood shadowed his face, but Will could see the hard
glitter in his eyes as he stared at the knight.","['Gared', 'Will']","['gared', 'will']"
"thing, its grip discolored by sweat, its edge nicked from hard use,
but Will would not have given an iron bob for the lordling’s life if
Gared pulled it from its scabbard.
",['Gared'],['gared']
"“Something’s wrong.”,
Royce did not move.He looked down at the empty clearing and
laughed.“Your dead men seem to have moved camp, Will.”,
Will’s voice abandoned him.",['Royce'],['royce']
"A
valuable weapon …
“On your feet, Will,”, Ser Waymar commanded.“There’s no one
here.I won’t have you hiding under a bush.”,
Reluctantly, Will obeyed.
","['Ser Waymar', 'bush']",['waymar']
"Ser Waymar looked him over with open disapproval.“I am not
going back to Castle Black a failure on my �rst ranging.We will �nd
these men.”, He glanced around.","['Ser Waymar', 'Castle Black']",['waymar']
"Perhaps he was wrong.Perhaps it had only
been a bird, a re�ection on the snow, some trick of the moonlight.
What had he seen, after all?
“Will, where are you?”, Ser Waymar called up.",['Ser Waymar'],['waymar']
"A shadow emerged from the dark of the wood.It stood in front of
Royce.Tall, it was, and gaunt and hard as old bones, with �esh pale
as milk.The patterns ran like
moonlight on water with every step it took.
",['Royce'],['royce']
"Will heard the breath go out of Ser Waymar Royce in a long hiss.
“Come no farther,”, the lordling warned.His voice cracked like a
boy’s.He threw the long sable cloak back over his shoulders, to free
his arms for battle, and took his sword in both hands.",['Ser Waymar Royce'],['waymar']
"The wind had
stopped.It was very cold.
The Other slid forward on silent feet.In its hand was a longsword
like none that Will had ever seen.No human metal had gone into
the forging of that blade.",['Will'],['will']
"It steamed in the cold, and
the droplets seemed red as �re where they touched the snow.Ser
Waymar’s �ngers brushed his side.His moleskin glove came away
soaked with red.
",['Waymar'],['waymar']
"“For Robert!”, he shouted, and
he came up snarling, lifting the frost-covered longsword with both
hands and swinging it around in a �at sidearm slash with all his
weight behind it.",['Robert'],['robert']
"Will knelt,
looked around warily, and snatched it up.The broken sword would
be his proof.Gared would know what to make of it, and if not him,
then surely that old bear Mormont or Maester Aemon.","['Will knelt', 'Mormont', 'Maester Aemon']","['will', 'mormont']"
"Would Gared
still be waiting with the horses?He had to hurry.
Will rose.Ser Waymar Royce stood over him.
His �ne clothes were a tatter, his face a ruin.",['Waymar Royce'],['waymar']
"The man had been taken outside a small holdfast in the hills.
Robb thought he was a wildling, his sword sworn to Mance Rayder,
the King-beyond-the-Wall.",['Mance Rayder'],['mance']
"It made Bran’s skin prickle to think of it.
He remembered the hearth tales Old Nan told them.The wildlings
were cruel men, she said, slavers and slayers and thieves.","['Bran’s', 'Old Nan']",['old']
"Robb and Jon sat tall and still on their
horses, with Bran between them on his pony, trying to seem older
than seven, trying to pretend that he’d seen all this before.","['Jon', 'Bran']",['jon']
"Lord Eddard Stark dismounted and his ward Theon Greyjoy
brought forth the sword.“Ice,”, that sword was called.It was as
wide across as a man’s hand, and taller even than Robb.","['Eddard Stark', 'Theon Greyjoy']","['eddard', 'theon']"
"The blade
was Valyrian steel, spell-forged and dark as smoke.Nothing held an
edge like Valyrian steel.
His father peeled o� his gloves and handed them to Jory Cassel,
the captain of his household guard.","['Valyrian', 'Valyrian', 'Jory Cassel']",['jory']
"He took hold of Ice with both
hands and said, “In the name of Robert of the House Baratheon, the
First of his Name, King of the Andals and the Rhoynar and the First
Men, Lord of the Seven Kingdoms and Protector of the Realm, by
the word of Eddard of the House Stark, Lord of Winterfell and
Warden of the North, I do sentence you to die.”, He lifted the
greatsword high above his head.
","['Robert', 'the House Baratheon', 'First', 'Rhoynar', 'First', 'the Seven Kingdoms', 'Realm', 'Eddard of the House Stark', 'Winterfell', 'Warden of the North']","['robert', 'eddard']"
"Bran’s bastard brother Jon Snow moved closer.“Keep the pony
well in hand,”, he whispered.“And don’t look away.Father will
know if you do.”,
Bran kept his pony well in hand, and did not look away.
","['Jon Snow', 'Bran']",['jon']
"“Ass,”, Jon muttered, low enough so Greyjoy did not hear.He put
a hand on Bran’s shoulder, and Bran looked over at his bastard
brother.“You did well,”, Jon told him solemnly.","['Jon', 'Greyjoy', 'Bran’s', 'Bran', 'Jon']","['jon', 'jon']"
"Jon was fourteen,
an old hand at justice.
It seemed colder on the long ride back to Winterfell, though the
wind had died by then and the sun was higher in the sky.","['Jon', 'Winterfell']",['jon']
"He was big and broad and
growing every day, with his mother’s coloring, the fair skin, red-
brown hair, and blue eyes of the Tullys of Riverrun.“He had
courage, at the least.”,
“No,”, Jon Snow said quietly.",['Jon Snow'],['jon']
"“It was not courage.This one was
dead of fear.You could see it in his eyes, Stark.”, Jon’s eyes were a
grey so dark they seemed almost black, but there was little they did
not see.","['Stark', 'Jon']",['jon']
"He was of an age with Robb, but they did not look alike.
Jon was slender where Robb was muscular, dark where Robb was
fair, graceful and quick where his half brother was strong and fast.
",['Jon'],['jon']
"Robb was not impressed.“The Others take his eyes,”, he swore.
“He died well.Race you to the bridge?”,
“Done,”, Jon said, kicking his horse forward.Robb cursed and
followed, and they galloped o� down the trail, Robb laughing and
hooting, Jon silent and intent.","['Jon', 'Jon']","['jon', 'jon']"
"“Robb says the man died bravely, but Jon
says he was afraid.”,
“What do you think?”, his father asked.
Bran thought about it.“Can a man still be brave if he’s afraid?”,
“That is the only time a man can be brave,”, his father told him.
",['Jon'],['jon']
"But you mistake me.The question was not why the
man had to die, but why I must do it.”,
Bran had no answer for that.“King Robert has a headsman,”, he
said, uncertainly.
",['Robert'],['robert']
"And if you cannot bear to do that, then
perhaps the man does not deserve to die.
“One day, Bran, you will be Robb’s bannerman, holding a keep of
your own for your brother and your king, and justice will fall to
you.",['Robb’s'],['robb']
"When that day comes, you must take no pleasure in the task,
but neither must you look away.A ruler who hides behind paid
executioners soon forgets what death is.”,
That was when Jon reappeared on the crest of the hill before
them.",['Jon'],['jon']
"“Come, let us see what
mischief my sons have rooted out now.”, He sent his horse into a
trot.Jory and Bran and the rest came after.
They found Robb on the riverbank north of the bridge, with Jon
still mounted beside him.","['Bran', 'Jon']",['jon']
"The riders picked their way carefully through the drifts, groping
for solid footing on the hidden, uneven ground.Jory Cassel and
Theon Greyjoy were the �rst to reach the boys.","['Jory Cassel', 'Theon Greyjoy']","['jory', 'theon']"
"Bran jumped o� and ran.
By then Jon, Jory, and Theon Greyjoy had all dismounted as well.
“What in the seven hells is it?”, Greyjoy was saying.
“A wolf,”, Robb told him.
","['Theon Greyjoy', 'Greyjoy']",['theon']
"But it was the size of it that made him gasp.It was bigger than his
pony, twice the size of the largest hound in his father’s kennel.
“It’s no freak,”, Jon said calmly.",['Jon'],['jon']
"“That’s a direwolf.They grow
larger than the other kind.”,
Theon Greyjoy said, “There’s not been a direwolf sighted south of
the Wall in two hundred years.”,
“I see one now,”, Jon replied.
","['Theon Greyjoy', 'Jon']","['theon', 'jon']"
"“You
can touch him.”,
Bran gave the pup a quick nervous stroke, then turned as Jon
said, “Here you go.”, His half brother put a second pup into his
arms.","['Jon', 'second']",['jon']
"“Direwolves loose in the realm, after so many years,”, muttered
Hullen, the master of horse.“I like it not.”,
“It is a sign,”, Jory said.
Father frowned.","['Hullen', 'Jory']","['hullen', 'jory']"
"“This is only a dead animal, Jory,”, he said.Yet
he seemed troubled.Snow crunched under his boots as he moved
around the body.“Do we know what killed her?”,
“There’s something in the throat,”, Robb told him, proud to have
found the answer before his father even asked.",['Jory'],['jory']
"“Maybe she didn’t,”, Jory said.“I’ve heard tales  …  maybe the
bitch was already dead when the pups came.”,
“Born with the dead,”, another man put in.“Worse luck.”,
",['Jory'],['jory']
"“No matter,”, said Hullen.“They be dead soon enough too.”,
Bran gave a wordless cry of dismay.
“The sooner the better,”, Theon Greyjoy agreed.He drew his
sword.","['Hullen', 'Bran', 'Theon Greyjoy']","['hullen', 'theon']"
"For a moment he
sounded as commanding as their father, like the lord he would
someday be.“We will keep these pups.”,
“You cannot do that, boy,”, said Harwin, who was Hullen’s son.
","['Harwin', 'Hullen’s']","['harwin', 'hullen']"
"“It be a mercy to kill them,”, Hullen said.
Bran looked to his lord father for rescue, but got only a frown, a
furrowed brow.“Hullen speaks truly, son.",['Hullen'],['hullen']
"Robb resisted stubbornly.“Ser Rodrik’s red bitch whelped again
last week,”, he said.“It was a small litter, only two live pups.She’ll
have milk enough.”,
“She’ll rip them apart when they try to nurse.”,
“Lord Stark,”, Jon said.","['Rodrik', 'Stark', 'Jon']","['rodrik', 'jon']"
"It was strange to hear him call Father that,
so formal.Bran looked at him with desperate hope.“There are �ve
pups,”, he told Father.“Three male, two female.”,
“What of it, Jon?”,
“You have �ve trueborn children,”, Jon said.","['Jon', 'Jon']","['jon', 'jon']"
"He loved Jon with all his heart at that moment.Even at
seven, Bran understood what his brother had done.The count had
come right only because Jon had omitted himself.","['Jon', 'Jon']","['jon', 'jon']"
"He had included
the girls, included even Rickon, the baby, but not the bastard who
bore the surname Snow, the name that custom decreed be given to
all those in the north unlucky enough to be born with no name of
their own.
","['Rickon', 'Snow']",['rickon']
"Their father understood as well.“You want no pup for yourself,
Jon?”, he asked softly.
“The direwolf graces the banners of House Stark,”, Jon pointed
out.","['Jon', 'House Stark', 'Jon']","['jon', 'jon']"
"“I am no Stark, Father.”,
Their lord father regarded Jon thoughtfully.Robb rushed into the
silence he left.“I will nurse him myself, Father,”, he promised.","['Stark', 'Jon']",['jon']
"“We won’t let them die.”,
“Keep them, then.Jory, Desmond, gather up the other pups.It’s
time we were back to Winterfell.”,
It was not until they were mounted and on their way that Bran
allowed himself to taste the sweet air of victory.","['Desmond', 'Winterfell', 'Bran']",['desmond']
"By then, his pup
was snuggled inside his leathers, warm against him, safe for the
long ride home.Bran was wondering what to name him.
Halfway across the bridge, Jon pulled up suddenly.
","['Halfway', 'Jon']",['jon']
"“What is it, Jon?”, their lord father asked.
“Can’t you hear it?”,
Bran could hear the wind in the trees, the clatter of their hooves
on the ironwood planks, the whimpering of his hungry pup, but","['Jon', 'Bran']",['jon']
"Jon
was listening to something else.
“There,”, Jon said.He swung his horse around and galloped back
across the bridge.They watched him dismount where the direwolf
lay dead in the snow, watched him kneel.",['Jon'],['jon']
"A moment later he was
riding back to them, smiling.
“He must have crawled away from the others,”, Jon said.
“Or been driven away,”, their father said, looking at the sixth pup.
","['Jon', 'sixth']",['jon']
"“An albino,”, Theon Greyjoy said with wry amusement.“This one
will die even faster than the others.”,
Jon Snow gave his father’s ward a long, chilling look.","['Theon Greyjoy', 'Jon Snow']","['theon', 'jon']"
"“I think
not, Greyjoy,”, he said.“This one belongs to me.”,
CATELYN
Catelyn had never liked this godswood.
She had been born a Tully, at Riverrun far to the south, on the
Red Fork of the Trident.","['Greyjoy', 'Tully', 'Riverrun', 'Trident']",['tully']
"But she knew she would �nd her husband here tonight.Whenever
he took a man’s life, afterward he would seek the quiet of the
godswood.
Catelyn had been anointed with the seven oils and named in the
rainbow of light that �lled the sept of Riverrun.","['Catelyn', 'Riverrun']",['catelyn']
"For her sake, Ned had built a small sept where she might sing to
the seven faces of god, but the blood of the First Men still �owed in
the veins of the Starks, and his own gods were the old ones, the
nameless, faceless gods of the greenwood they shared with the
vanished children of the forest.
","['Ned', 'First', 'Starks']",['ned']
"Worship was for the sept.
At the center of the grove an ancient weirwood brooded over a
small pool where the waters were black and cold.“The heart tree,”,
Ned called it.",['Ned'],['ned']
"She could feel
the eyes watching her, but she did her best to ignore them.“Arya is
already in love, and Sansa is charmed and gracious, but Rickon is
not quite sure.”,
“Is he afraid?”, Ned asked.
","['Sansa', 'Rickon', 'Ned']","['sansa', 'rickon', 'ned']"
"“A little,”, she admitted.“He is only three.”,
Ned frowned.“He must learn to face his fears.He will not be
three forever.And winter is coming.”,
“Yes,”, Catelyn agreed.","['Ned', 'Catelyn']","['ned', 'catelyn']"
"All but
the Starks.Winter is coming, said the Stark words.Not for the �rst
time, she re�ected on what a strange people these northerners
were.
“The man died well, I’ll give him that,”, Ned said.","['Starks', 'Stark', 'Ned']",['ned']
"You would have been proud of Bran.”,
“I am always proud of Bran,”, Catelyn replied, watching the sword
as he stroked it.She could see the rippling deep within the steel,
where the metal had been folded back on itself a hundred times in
the forging.",['Catelyn'],['catelyn']
"Catelyn had no love for swords, but she could not deny
that Ice had its own beauty.Four hundred
years old it was, and as sharp as the day it was forged.","['Catelyn', 'Ice']",['catelyn']
"The name it
bore was older still, a legacy from the age of heroes, when the
Starks were Kings in the North.
“He was the fourth this year,”, Ned said grimly.","['North', 'Ned']",['ned']
"It’s not
only desertions.They are losing men on rangings as well.”,
“Is it the wildlings?”, she asked.
“Who else?”, Ned lifted Ice, looked down the cool steel length of
it.",['Ned'],['ned']
"have no choice but to call the banners and ride north to deal with
this King-beyond-the-Wall for good and all.”,
“Beyond the Wall?”, The thought made Catelyn shudder.
",['Catelyn'],['catelyn']
"“And it will only grow worse.The day may come when I will
Ned saw the dread on her face.“Mance Rayder is nothing for us
to fear.”His smile was gentle.“You listen to too many of Old Nan’s
stories.","['Ned', 'Old Nan’s']","['ned', 'old']"
"The Others are as dead as the children of the forest, gone
eight thousand years.Maester Luwin will tell you they never lived
at all.No living man has ever seen one.”,
“Until this morning, no living man had ever seen a direwolf
either,”, Catelyn reminded him.
","['Maester Luwin', 'Catelyn']",['catelyn']
"“I ought to know better than to argue with a Tully,”, he said with
a rueful smile.He slid Ice back into its sheath.“You did not come
here to tell me crib tales.",['Tully'],['tully']
"I know how little you like this place.
What is it, my lady?”,
Catelyn took her husband’s hand.“There was grievous news
today, my lord.I did not wish to trouble you until you had cleansed
yourself.”, There was no way to soften the blow, so she told him
straight.",['Catelyn'],['catelyn']
"“I am so sorry, my love.Jon Arryn is dead.”,
His eyes found hers, and she could see how hard it took him, as
she had known it would.In his youth, Ned had fostered at the Eyrie,
and the childless Lord Arryn had become a second father to him and
his fellow ward, Robert Baratheon.","['Jon Arryn', 'Ned', 'Eyrie', 'Arryn', 'second', 'Robert Baratheon']","['jon', 'ned', 'arryn', 'robert']"
"And one day �fteen years ago, this second father had become a
brother as well, as he and Ned stood together in the sept at
Riverrun to wed two sisters, the daughters of Lord Hoster Tully.
","['second', 'Ned', 'Hoster Tully']","['ned', 'hoster']"
"“Jon …”, he said.“Is this news certain?”,
“It was the king’s seal, and the letter is in Robert’s own hand.I
saved it for you.He said Lord Arryn was taken quickly.","['Robert', 'Arryn']","['robert', 'arryn']"
"Maester Pycelle was helpless, but he brought the milk of the poppy,
so Jon did not linger long in pain.”,
“That is some small mercy, I suppose,”, he said.","['Maester Pycelle', 'Jon']",['jon']
"Even
She could see the
grief on his face, but even then he thought �rst of her.“Your
sister,”, he said.“And Jon’s boy.What word of them?”,
“The message said only that they were well, and had returned to
the Eyrie,”, Catelyn said.","['Jon', 'Eyrie', 'Catelyn']","['jon', 'catelyn']"
"“I wish they had gone to Riverrun instead.
The Eyrie is high and lonely, and it was ever her husband’s place,
not hers.Lord Jon’s memory will haunt each stone.","['Eyrie', 'Jon']",['jon']
"I know my
sister.She needs the comfort of family and friends around her.”,
“Your uncle waits in the Vale, does he not?Jon named him
Knight of the Gate, I’d heard.”,
Catelyn nodded.","['Vale', 'Knight of the Gate', 'Catelyn nodded']","['knight', 'catelyn']"
"“Brynden will do what he can for her, and for
the boy.That is some comfort, but still …”,
“Go to her,”, Ned urged.“Take the children.Fill her halls with
noise and shouts and laughter.","['Brynden', 'Ned']","['brynden', 'ned']"
"That boy of hers needs other children
about him, and Lysa should not be alone in her grief.”,
“Would that I could,”, Catelyn said.“The letter had other tidings.
",['Catelyn'],['catelyn']
"The king is riding to Winterfell to seek you out.”,
It took Ned a moment to comprehend her words, but when the
understanding came, the darkness left his eyes.","['Winterfell', 'Ned']",['ned']
"“Robert is coming
here?”, When she nodded, a smile broke across his face.
Catelyn wished she could share his joy.But she had heard the talk
in the yards; a direwolf dead in the snow, a broken antler in its
throat.",['Robert'],['robert']
"“We should send word to
your brother on the Wall.”,
“Yes, of course,”, he agreed.“Ben will want to be here.I shall tell
Maester Luwin to send his swiftest bird.”, Ned rose and pulled her to
her feet.","['Maester Luwin', 'Ned']",['ned']
"“Damnation, how many years has it been?And he gives us
no more notice than this?Cersei and the children
travel with them.”,
“Robert will keep an easy pace for their sakes,”, he said.",['Robert'],['robert']
"“It is just
as well.That will give us more time to prepare.”,
“The queen’s brothers are also in the party,”, she told him.
Ned grimaced at that.There was small love between him and the
queen’s family, Catelyn knew.",['Ned'],['ned']
"The Lannisters of Casterly Rock had
come late to Robert’s cause, when victory was all but certain, and
he had never forgiven them.“Well, if the price for Robert’s
company is an infestation of Lannisters, so be it.","['Robert', 'Robert']","['robert', 'robert']"
"It sounds as though
Robert is bringing half his court.”,
“Where the king goes, the realm follows,”, she said.
“It will be good to see the children.The youngest was still
sucking at the Lannister woman’s teat the last time I saw him.","['Robert', 'Lannister']",['robert']
"He
must be, what, �ve by now?”,
“Prince Tommen is seven,”, she told him.“The same age as Bran.
Please, Ned, guard your tongue.The Lannister woman is our queen,
and her pride is said to grow with every passing year.”,
Ned squeezed her hand.","['Ned', 'Lannister', 'Ned']","['ned', 'ned']"
"“There must be a feast, of course, with
singers, and Robert will want to hunt.I shall send Jory south with
an honor guard to meet them on the kingsroad and escort them
back.","['Robert', 'Jory']","['robert', 'jory']"
"Gods, how are we going to feed them all?On his way already,
you said?Damn the man.Damn his royal hide.”,
DAENERYS
Her brother held the gown up for her inspection.
",['DAENERYS'],['daenerys']
"It frightened her.She pulled her hand
away.“Is it really mine?”,
“A gift from the Magister Illyrio,”, Viserys said, smiling.Her
brother was in a high mood tonight.","['the Magister Illyrio', 'Viserys']",['viserys']
"“The color will bring out the
violet in your eyes.And you shall have gold as well, and jewels of
all sorts.Illyrio has promised.Tonight you must look like a
princess.”,
A princess, Dany thought.","['Illyrio', 'Dany']",['illyrio']
"Dany was thirteen, old enough to know
that such gifts seldom come without their price, here in the free city
of Pentos.
“Illyrio is no fool,”, Viserys said.","['Pentos', 'Illyrio', 'Viserys']","['illyrio', 'viserys']"
"Somewhere beyond the sunset, across the narrow sea, lay a land
of green hills and �owered plains and great rushing rivers, where
towers of dark stone rose amidst magni�cent blue-grey mountains,
and armored knights rode to battle beneath the banners of their
lords.","['green hills', '�cent']",['green']
"Viserys had been a boy of
eight when they �ed King’s Landing to escape the advancing armies
of the Usurper, but Daenerys had been only a quickening in their
mother’s womb.
","['Viserys', 'King’s Landing', 'Daenerys']","['viserys', 'daenerys']"
"The midnight �ight to
Dragonstone, moonlight shimmering on the ship’s black sails.Her
brother Rhaegar battling the Usurper in the bloody waters of the
Trident and dying for the woman he loved.","['Dragonstone', 'Rhaegar', 'Trident']",['rhaegar']
"The sack of King’s
Landing by the ones Viserys called the Usurper’s dogs, the lords
Lannister and Stark.Princess Elia of Dorne pleading for mercy as
Rhaegar’s heir was ripped from her breast and murdered before her
eyes.","['King’s\nLanding', 'Viserys', 'Lannister', 'Stark', 'Rhaegar']","['viserys', 'rhaegar']"
"Her mother had died birthing her, and for that her
brother Viserys had never forgiven her.
She did not remember Dragonstone either.They had run again,
just before the Usurper’s brother set sail with his new-built �eet.","['Viserys', 'Dragonstone']",['viserys']
"the Usurper, but one night Ser Willem Darry and four loyal men had
broken into the nursery and stolen them both, along with her wet
nurse, and set sail under cover of darkness for the safety of the
Braavosian coast.
","['Ser Willem Darry', 'Braavosian']",['willem']
"The garrison had been prepared to sell them to
She remembered Ser Willem dimly, a great grey bear of a man,
half-blind, roaring and bellowing orders from his sickbed.",['Ser Willem'],['willem']
"Dany had her own room there, with a
lemon tree outside her window.After Ser Willem had died, the
servants had stolen what little money they had left, and soon after
they had been put out of the big house.",['Ser Willem'],['willem']
"Her brother would not allow it.The Usurper’s hired
knives were close behind them, he insisted, though Dany had never
seen one.
Years past
they had been forced to sell their last few treasures, and now even
the coin they had gotten from Mother’s crown had gone.","['Dany', 'Mother’s']",['mother']
"“The jewels and the silks, Dragonstone and King’s Landing, the Iron
Throne and the Seven Kingdoms, all they have taken from us, we
will have it back.”, Viserys lived for that day.","['Dragonstone', 'King’s Landing', 'Viserys']",['viserys']
"Sometimes his hands shook when he talked about it.
All that Daenerys
wanted back was the big house with the red door, the lemon tree
outside her window, the childhood she had never known.
",['Daenerys'],['daenerys']
"There came a soft knock on her door.“Come,”, Dany said, turning
away from the window.Illyrio’s servants entered, bowed, and set
about their business.They were slaves, a gift from one of the
magister’s many Dothraki friends.","['Dany', 'Illyrio', 'Dothraki']",['illyrio']
"She was Illyrio’s favorite, a fair-haired, blue-eyed wench of sixteen
who chattered constantly as she worked.
They �lled her bath with hot water brought up from the kitchen
and scented it with fragrant oils.",['Illyrio'],['illyrio']
"The girl pulled the rough cotton
tunic over Dany’s head and helped her into the tub.The water was
scalding hot, but Daenerys did not �inch or cry out.She liked the
heat.","['Dany', 'Daenerys']",['daenerys']
"“Drogo is so rich that even
his slaves wear golden collars.Daenerys said nothing.She had always assumed that she would wed
Viserys when she came of age.","['Drogo', 'Daenerys']","['drogo', 'daenerys']"
"The line must be kept pure, Viserys had told her a
thousand times; theirs was the kingsblood, the golden blood of old
Valyria, the blood of the dragon.","['Viserys', 'Valyria']",['viserys']
"For centuries the Targaryens had
married brother to sister, since Aegon the Conqueror had taken his
sisters to bride.Dragons did not mate with the
beasts of the �eld, and Targaryens did not mingle their blood with
that of lesser men.","['Targaryens', 'Aegon', 'Conqueror', 'Targaryens']",['aegon']
"Yet now Viserys schemed to sell her to a
stranger, a barbarian.
When she was clean, the slaves helped her from the water and
toweled her dry.ears, on the tips of her breasts, and one last one, cool on her lips,
down there between her legs.",['Viserys'],['viserys']
"“Now you look all a princess,”, the girl said breathlessly when
they were done.Dany glanced at her image in the silvered looking
glass that Illyrio had so thoughtfully provided.",['Illyrio'],['illyrio']
"“She is a vision, Your Grace, a
vision,”, he told her brother.“Drogo will be enraptured.”,
“She’s too skinny,”, Viserys said.His hair, the same silver-blond as
hers, had been pulled back tightly behind his head and fastened
with a dragonbone brooch.","['Grace', 'Viserys']",['viserys']
"He rested his hand on the hilt of the
sword that Illyrio had lent him, and said, “Are you sure that Khal
Drogo likes his women this young?”,
“She has had her blood.","['Illyrio', 'Khal\nDrogo']",['illyrio']
